,Unnamed: 0.1,Unnamed: 0,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC,FairDen,Fairlet_MCF Fairlet2
371,371,31576,1,30,341051,14,15024,60,1,-1,0,1,1,0,1,0
372,372,25295,0,30,176871,10,0,40,0,-1,1,1,0,1,0,0
373,373,16290,0,29,131310,12,0,40,0,-1,1,0,0,1,0,0
374,374,8570,1,20,164574,9,0,30,0,-1,1,1,0,1,0,0
375,375,46299,0,42,236503,10,0,40,0,-1,1,1,0,1,0,0
376,376,19815,1,23,283499,9,0,40,0,-1,1,1,0,1,0,0
377,377,9401,1,39,33975,9,0,50,0,-1,1,0,0,1,0,0
378,378,38604,0,19,292136,10,0,30,0,-1,1,1,0,1,0,0
379,379,23837,1,39,269455,9,0,45,0,-1,1,1,0,1,0,0
380,380,465,0,37,126708,9,0,60,0,-1,1,0,0,1,0,0
381,381,43028,1,40,205680,14,0,50,0,-1,1,0,1,0,0,0
382,382,45285,1,21,321369,6,0,40,0,-1,0,1,0,1,1,0
383,383,9693,1,36,153976,9,0,50,0,-1,1,0,0,1,0,0
384,384,42496,1,33,513977,10,0,40,0,-1,0,1,0,1,1,0
385,385,47631,0,20,336101,10,0,30,0,-1,1,1,0,1,0,0
386,386,10151,0,17,297246,7,0,9,0,-1,0,1,0,1,1,0
387,387,45819,1,30,94145,9,0,40,0,-1,1,0,0,1,0,0
388,388,24388,0,46,551962,9,0,50,0,-1,0,1,0,1,1,0
389,389,19453,1,45,160724,9,0,40,0,-1,1,0,0,1,0,0
390,390,9731,1,29,86613,2,0,20,0,-1,0,0,0,1,1,0
391,391,40368,1,56,140729,9,0,45,0,-1,1,0,0,1,0,0
392,392,39078,0,18,308739,9,0,20,0,-1,1,1,0,1,0,0
393,393,25210,0,36,185394,6,0,34,0,-1,1,0,0,1,0,0
394,394,3272,1,33,231043,9,0,50,1,-1,1,1,0,1,0,0
395,395,47459,1,37,171524,3,0,40,0,-1,0,0,0,1,1,0
396,396,43305,1,55,314164,15,0,40,1,-1,0,1,1,0,1,0
397,397,34330,0,33,156383,13,0,40,0,-1,1,0,0,1,0,0
398,398,39043,1,33,214288,9,0,48,1,-1,1,1,0,1,0,0
399,399,33244,1,53,99516,13,0,40,0,-1,1,0,1,0,0,0
400,400,20506,0,23,189924,10,0,40,0,-1,1,1,0,1,0,0
401,401,32673,1,32,224462,9,0,84,1,-1,0,1,1,0,1,0
402,402,25002,1,35,78247,11,0,50,0,-1,1,0,0,1,0,0
403,403,36986,1,20,217467,9,0,40,0,-1,1,1,0,1,0,0
404,404,3396,1,47,55377,9,0,40,0,-1,1,0,0,1,0,0
405,405,12496,1,60,191446,9,99999,40,1,-1,0,0,1,0,1,0
406,406,5733,0,42,196001,9,0,40,0,-1,1,0,0,1,0,0
407,407,41286,0,40,197609,10,0,40,0,-1,1,0,0,1,0,0
408,408,21345,1,53,155983,14,0,65,1,-1,0,0,1,0,1,0
409,409,24479,1,17,202521,6,0,15,0,-1,1,1,0,1,0,0
410,410,8279,0,24,41356,10,0,40,0,-1,1,0,0,1,0,0
411,411,29153,0,43,143046,9,0,40,0,-1,1,0,0,1,0,0
412,412,12287,0,38,103925,9,2036,20,0,-1,0,0,0,1,1,0
413,413,35633,1,20,174436,9,0,60,0,-1,0,1,0,1,1,0
414,414,14314,1,23,175266,10,0,40,0,-1,1,1,0,1,0,0
415,415,6985,1,18,125441,7,1055,20,0,-1,1,1,0,1,0,0
416,416,45258,0,31,328734,14,0,30,0,-1,0,1,0,1,1,0
417,417,45114,0,57,207604,4,0,40,0,-1,0,0,0,1,1,0
418,418,43624,0,74,159138,9,0,12,0,-1,0,0,0,1,1,0
419,419,23826,1,29,137063,9,0,38,0,-1,1,0,0,1,0,0
420,420,46394,1,44,259674,14,5178,60,1,-1,0,1,1,0,1,0
421,421,476,1,17,211870,5,0,6,0,-1,0,1,0,1,1,0
422,422,6648,1,46,276087,9,5013,50,0,-1,0,1,1,1,1,0
423,423,16429,1,58,35551,13,0,70,1,-1,0,0,1,0,1,0
424,424,9195,1,47,344157,7,0,40,0,-1,0,1,0,1,1,0
425,425,1590,1,65,207281,10,0,16,0,-1,0,0,0,1,1,0
426,426,33524,0,38,166062,9,0,50,0,-1,1,0,0,1,0,0
427,427,43743,0,41,172712,13,0,40,1,-1,1,0,0,1,0,0
428,428,6975,0,63,346975,13,7688,36,1,-1,0,1,1,1,1,0
429,429,43537,0,42,178897,14,1151,40,0,-1,1,0,0,1,0,0
430,430,22585,1,29,90934,13,0,64,1,-1,0,0,1,0,1,0
431,431,30760,1,40,320451,16,0,45,1,-1,0,1,1,0,1,0
432,432,30838,1,50,34067,11,0,50,1,-1,0,0,0,1,1,0
433,433,12788,0,36,240323,10,0,40,0,-1,1,1,0,1,0,0
434,434,22954,1,38,184456,9,3464,80,0,-1,0,0,1,0,1,0
435,435,26491,0,24,34918,11,0,38,0,-1,1,0,0,1,0,0
436,436,12627,1,77,253642,4,0,30,0,-1,0,0,0,1,1,0
437,437,30491,0,47,142061,10,0,40,0,-1,1,0,0,1,0,0
438,438,39286,1,33,44623,9,0,45,0,-1,1,0,0,1,0,0
439,439,12088,0,26,179772,13,0,45,0,-1,1,1,0,1,0,0
440,440,34985,1,27,209301,9,0,60,0,-1,1,1,0,1,0,0
441,441,17271,0,65,209831,11,0,40,0,-1,1,0,0,1,0,0
442,442,45701,0,58,101480,11,0,40,0,-1,1,0,0,1,0,0
443,443,11933,1,46,28334,9,0,40,0,-1,1,0,0,1,0,0
444,444,9284,1,43,352005,13,15024,45,1,-1,0,1,1,0,1,0
445,445,38804,1,61,213700,13,0,32,1,-1,1,0,1,0,0,0
446,446,13660,1,50,114056,11,0,84,0,-1,0,0,1,0,1,0
447,447,4351,1,53,199720,16,15024,60,1,-1,0,0,1,0,1,0
448,448,26300,1,54,145098,10,0,40,1,-1,1,0,0,1,0,0
449,449,45207,1,47,38819,13,0,45,1,-1,1,0,1,0,0,0
450,450,39614,0,28,132750,9,0,20,0,-1,1,0,0,1,0,0
451,451,2874,0,38,115433,12,7688,33,1,-1,0,0,1,1,1,0
452,452,17912,0,31,194293,10,2463,38,0,-1,1,1,0,1,0,0
453,453,1811,1,35,183898,11,7298,50,1,-1,0,0,1,1,1,0
454,454,17841,1,48,247043,9,0,40,0,-1,1,0,0,1,0,0
455,455,18955,1,31,226443,13,0,40,0,-1,1,1,1,0,0,0
456,456,46964,1,38,39089,9,6849,50,0,-1,0,0,1,1,1,0
457,457,24985,0,40,46990,16,0,20,1,-1,0,0,0,1,1,0
458,458,40950,1,47,100009,10,0,30,0,-1,0,0,0,1,1,0
459,459,38366,0,17,53367,8,0,25,0,-1,0,0,0,1,1,0
460,460,30053,1,30,110643,10,0,52,0,-1,1,0,0,1,0,0
461,461,16922,0,21,277530,9,0,40,0,-1,1,1,0,1,0,0
462,462,17730,1,21,32639,10,0,20,0,-1,1,0,0,1,0,0
463,463,43547,0,22,339644,9,0,40,0,-1,1,1,0,1,0,0
464,464,33343,1,40,98466,9,0,40,1,-1,1,0,0,1,0,0
465,465,6526,1,34,157289,9,0,40,0,-1,1,0,0,1,0,0
466,466,23628,0,40,270147,14,0,40,1,-1,1,1,0,1,0,0
467,467,21848,1,34,62374,9,0,48,0,-1,1,0,0,1,0,0
468,468,47758,0,39,139770,14,0,30,1,-1,0,0,0,1,1,0
469,469,3953,0,42,44121,14,0,40,0,-1,1,0,0,1,0,0
470,470,7786,1,26,261278,10,0,30,0,-1,1,1,0,1,0,0
471,471,18659,0,46,195023,10,0,40,0,-1,1,0,0,1,0,0
472,472,11886,1,55,258648,6,0,40,0,-1,0,0,0,1,1,0
473,473,34476,0,35,70282,9,0,40,0,-1,1,0,0,1,0,0
474,474,11090,0,41,185616,9,0,40,0,-1,1,0,0,1,0,0
475,475,10822,0,34,154548,10,0,38,0,-1,1,0,0,1,0,0
476,476,45215,0,47,95661,10,0,45,0,-1,1,0,0,1,0,0
477,477,35966,0,61,221534,9,0,40,0,-1,1,0,0,1,0,0
478,478,8517,0,27,330132,13,0,40,1,-1,1,1,0,1,0,0
479,479,13571,1,33,333701,11,0,40,0,-1,1,1,0,1,0,0
480,480,32155,1,55,199763,9,0,81,0,-1,0,0,1,0,1,0
481,481,28556,0,50,99894,3,0,15,0,-1,0,0,0,1,1,0
482,482,22330,0,24,379418,10,0,40,0,-1,1,1,0,1,0,0
483,483,39067,0,57,47178,3,0,40,0,-1,0,0,0,1,1,0
484,484,47816,0,51,27804,10,0,35,0,-1,1,0,0,1,0,0
485,485,17965,1,33,140206,15,0,40,1,-1,1,0,1,0,0,0
486,486,32990,0,31,208458,9,0,40,0,1,1,1,0,1,0,0
487,487,30762,1,44,248876,13,0,50,0,-1,1,1,1,0,0,0
488,488,29789,1,30,55481,14,0,45,0,-1,1,0,1,0,0,0
489,489,18173,0,29,148431,12,7688,45,1,-1,0,0,1,1,1,0
490,490,22581,1,24,448026,13,0,40,0,-1,0,1,0,1,1,0
491,491,13256,0,27,175552,3,0,40,0,-1,0,1,0,1,1,0
492,492,31228,1,39,293291,9,0,50,1,-1,1,1,0,1,0,0
493,493,8870,0,52,245275,6,0,35,0,-1,0,0,0,1,1,0
494,494,6758,0,30,378723,10,0,55,0,-1,0,1,0,1,1,0
495,495,37813,1,73,30713,9,0,10,0,-1,0,0,0,1,1,0
496,496,47511,1,54,20795,9,0,40,0,-1,1,0,0,1,0,0
497,497,31372,0,56,119254,6,0,40,0,-1,1,0,0,1,0,0
498,498,4850,1,18,168288,9,0,40,0,-1,1,1,0,1,0,0
499,499,33608,0,29,245402,13,0,40,0,-1,1,1,0,1,0,0
500,500,31180,1,28,401886,9,0,20,0,-1,0,1,0,1,1,0
501,501,47844,1,60,288684,3,0,40,0,-1,0,0,0,1,1,0
502,502,6809,1,44,71269,10,0,50,0,-1,1,0,0,1,0,0
503,503,19951,1,23,133061,9,0,80,0,-1,0,0,1,0,1,0
504,504,34000,0,23,140764,13,0,40,0,-1,1,0,0,1,0,0
505,505,42464,0,65,200408,9,0,40,0,-1,1,0,0,1,0,0
506,506,38726,1,36,65382,9,0,50,0,-1,1,0,0,1,0,0
507,507,35829,0,60,113443,9,0,45,0,-1,1,0,0,1,0,0
508,508,46120,1,24,59792,14,0,40,0,-1,1,0,1,0,0,0
509,509,5071,0,35,170797,13,0,40,0,-1,1,0,0,1,0,0
510,510,32378,0,21,110677,10,0,40,0,-1,1,0,0,1,0,0
511,511,13883,1,30,23037,10,0,84,0,-1,0,0,1,0,1,0
512,512,2954,0,26,240842,9,0,40,0,-1,1,1,0,1,0,0
513,513,40942,0,18,116839,10,0,20,0,-1,1,0,0,1,0,0
514,514,29431,0,62,174711,9,0,32,0,-1,1,0,0,1,0,0
515,515,35568,1,56,36990,9,0,52,1,-1,0,0,0,1,1,0
516,516,8297,1,25,191921,10,0,40,0,-1,1,1,0,1,0,0
517,517,19888,1,22,216867,3,0,48,0,-1,0,1,0,1,1,0
518,518,9064,1,37,108913,9,0,40,0,-1,1,0,0,1,0,0
519,519,29440,1,27,183802,9,0,40,0,-1,1,1,0,1,0,0
520,520,30000,1,17,250541,7,0,8,0,-1,0,1,0,1,1,0
521,521,36711,1,33,180656,3,0,40,0,-1,0,0,0,1,1,0
522,522,24978,0,24,176321,10,0,40,0,-1,1,1,0,1,0,0
523,523,41611,1,51,165278,11,0,46,1,-1,1,0,0,1,0,0
524,524,16071,1,20,369678,9,0,43,0,-1,1,1,0,1,0,0
525,525,46269,1,17,181015,6,0,15,0,-1,1,1,0,1,0,0
526,526,34868,1,38,77792,9,0,56,0,-1,1,0,0,1,0,0
527,527,19361,1,44,191712,14,0,55,1,-1,1,0,1,0,0,0
528,528,4448,0,19,246226,9,0,40,0,-1,1,1,0,1,0,0
529,529,45145,1,55,210318,9,0,40,0,-1,1,0,0,1,0,0
530,530,40921,0,41,229472,9,0,40,0,-1,1,1,0,1,0,0
531,531,40789,1,45,137946,13,0,50,0,-1,1,0,1,0,0,0
532,532,40924,1,76,161182,10,0,20,0,-1,0,0,0,1,1,0
533,533,12783,1,54,133050,10,0,41,0,-1,1,0,0,1,0,0
534,534,36130,0,43,175133,10,0,35,0,-1,1,0,0,1,0,0
535,535,18786,1,52,144361,11,0,40,1,-1,1,0,0,1,0,0
536,536,4538,0,33,264936,9,0,40,0,-1,1,1,0,1,0,0
537,537,26178,1,41,222596,13,15024,45,1,-1,0,1,1,0,1,0
538,538,4613,0,36,130926,13,3674,40,0,-1,0,0,1,1,1,0
539,539,44385,1,19,143404,9,0,30,0,-1,1,1,0,1,0,0
540,540,12200,1,46,265554,9,0,40,0,-1,1,1,0,1,0,0
541,541,35803,1,43,153132,10,0,40,1,-1,1,0,0,1,0,0
542,542,24551,0,17,145258,7,0,25,0,-1,1,1,0,1,0,0
543,543,33222,0,19,208630,9,0,30,0,-1,1,1,0,1,0,0
544,544,3994,1,37,295949,9,0,40,0,-1,1,1,0,1,0,0
545,545,43435,0,21,88373,9,0,16,0,-1,1,0,0,1,0,0
546,546,35356,0,62,117292,14,8614,45,1,-1,0,0,1,1,1,0
547,547,2213,1,60,131852,3,0,30,1,-1,0,0,0,1,1,0
548,548,1114,0,34,290763,9,0,40,0,-1,1,1,0,1,0,0
549,549,15621,1,25,267284,9,0,40,0,-1,1,1,0,1,0,0
550,550,19185,0,18,308889,7,0,20,0,-1,0,1,0,1,1,0
551,551,3593,0,59,154236,9,7688,40,1,-1,0,0,0,1,1,0
552,552,44571,1,69,108196,13,0,25,0,-1,0,0,1,0,1,0
553,553,40802,1,42,339814,13,0,40,1,-1,1,1,1,0,0,0
554,554,38643,1,41,153095,9,0,50,0,-1,1,0,0,1,0,0
555,555,16379,1,25,31350,9,0,60,0,-1,0,0,0,1,1,0
556,556,40022,1,28,147560,10,0,40,0,-1,1,0,0,1,0,0
557,557,4222,1,27,233724,9,0,38,0,-1,1,1,0,1,0,0
558,558,6965,1,24,191954,4,0,50,0,-1,0,1,0,1,1,0
559,559,12781,0,19,209826,10,0,15,0,-1,1,1,0,1,0,0
560,560,29335,0,22,32616,10,0,30,0,-1,1,0,0,1,0,0
561,561,12512,1,46,122026,13,0,44,1,-1,1,0,1,0,0,0
562,562,36345,1,36,77953,9,0,40,0,-1,1,0,0,1,0,0
563,563,37049,0,22,197050,9,0,20,0,-1,1,1,0,1,0,0
564,564,40590,1,57,197369,9,0,40,0,-1,1,0,0,1,0,0
565,565,13511,1,38,191103,15,0,99,1,-1,0,0,1,0,1,0
566,566,44611,1,74,322789,6,0,40,0,-1,0,0,0,1,1,0
567,567,20984,1,43,154076,10,0,40,1,-1,1,0,0,1,0,0
568,568,27823,1,21,214387,10,0,64,0,-1,0,1,1,1,1,0
569,569,3104,1,28,206351,10,0,40,0,-1,1,1,0,1,0,0
570,570,27479,1,41,106679,14,27828,50,1,-1,0,0,1,0,1,0
571,571,44559,0,23,224632,13,0,38,0,-1,1,1,0,1,0,0
572,572,2360,1,34,158420,13,0,70,0,-1,0,0,1,0,1,0
573,573,28603,0,38,200904,13,0,30,1,-1,0,0,0,1,1,0
574,574,37117,0,54,64421,10,0,40,0,-1,1,0,0,1,0,0
575,575,19770,1,34,87209,14,0,60,0,-1,0,0,1,0,1,0
576,576,7217,1,30,121308,10,0,40,0,-1,1,0,0,1,0,0
577,577,32570,1,44,138634,9,0,40,0,-1,1,0,0,1,0,0
578,578,10608,0,18,186909,10,0,16,0,-1,1,1,0,1,0,0
579,579,6920,1,29,224858,10,0,45,0,-1,1,1,0,1,0,0
580,580,24784,1,45,359808,12,0,40,0,-1,0,1,0,0,1,0
581,581,13558,1,39,403489,7,0,40,0,-1,0,1,0,1,1,0
582,582,19263,1,33,35309,13,0,40,0,-1,1,0,1,0,0,0
583,583,12792,1,69,203072,16,0,50,1,-1,0,0,1,0,1,0
584,584,40424,1,65,226215,13,0,40,0,-1,0,0,1,0,1,0
585,585,25512,1,22,424494,10,0,25,0,-1,0,1,0,1,1,0
586,586,47367,1,27,365745,6,0,20,0,-1,0,1,0,1,1,0
587,587,23607,0,67,192670,9,0,20,0,-1,0,0,0,1,1,0
588,588,31203,0,27,91501,9,0,40,0,-1,1,0,0,1,0,0
589,589,35750,0,48,117310,9,0,20,0,-1,0,0,0,1,1,0
590,590,20969,0,26,265230,13,0,40,0,-1,1,1,0,1,0,0
591,591,17134,1,21,257781,10,0,30,0,-1,1,1,0,1,0,0
592,592,7339,1,42,383493,14,0,50,1,-1,0,1,1,0,1,0
593,593,37108,1,38,175268,13,0,50,0,-1,1,0,1,0,0,0
594,594,46291,0,52,295826,14,0,50,0,-1,0,1,0,1,1,0
595,595,14960,1,70,336007,3,0,20,0,-1,0,0,0,1,1,0
596,596,25648,1,49,31478,4,0,99,0,-1,0,0,1,1,1,0
597,597,47169,1,38,98080,10,0,40,0,-1,1,0,0,1,0,0
598,598,23352,1,59,98350,9,0,40,0,-1,1,0,0,1,0,0
599,599,38805,1,23,181820,13,0,40,0,-1,1,1,1,0,0,0
600,600,27580,1,46,328216,15,0,45,1,-1,0,1,1,0,1,0
601,601,18670,1,54,143804,6,0,40,0,-1,1,0,0,1,0,0
602,602,5537,1,33,342458,12,0,56,0,-1,0,1,1,0,1,0
603,603,25082,1,36,31438,9,0,43,0,-1,1,0,0,1,0,0
604,604,1162,1,33,114691,13,0,60,1,-1,1,0,1,0,0,0
605,605,19286,0,22,201268,13,0,15,0,-1,0,1,0,1,1,0
606,606,47144,0,48,121179,10,0,52,0,-1,1,0,0,1,0,0
607,607,28244,0,43,38537,10,0,38,0,-1,1,0,0,1,0,0
608,608,10783,1,29,87905,9,10520,40,1,-1,0,0,1,1,1,0
609,609,10427,1,27,94064,11,0,40,0,-1,1,0,0,1,0,0
610,610,13363,0,25,203871,11,0,40,1,-1,1,1,0,1,0,0
611,611,4672,1,32,164243,9,0,60,1,-1,1,0,1,1,0,0
612,612,3519,1,30,221043,9,0,35,0,-1,1,1,0,1,0,0
613,613,40163,1,35,302149,10,0,40,1,-1,1,1,0,1,0,0
614,614,11732,0,25,163396,10,0,40,0,-1,1,1,0,1,0,0
615,615,14401,1,19,220901,10,0,30,0,-1,1,1,0,1,0,0
616,616,26792,0,17,108273,6,0,12,0,-1,1,0,0,1,0,0
617,617,5488,0,26,288592,9,0,40,0,-1,1,1,0,1,0,0
618,618,17901,0,22,51362,13,0,16,0,-1,0,0,0,1,1,0
619,619,21501,1,48,233511,9,0,50,1,-1,1,0,0,1,0,0
620,620,15832,1,43,155106,13,0,53,0,-1,1,0,1,0,0,0
621,621,21743,1,45,208802,15,25236,36,1,-1,0,0,1,0,1,0
622,622,43627,1,53,164195,10,4386,40,1,-1,0,0,1,1,1,0
623,623,33618,1,37,112497,13,4934,50,1,-1,0,0,1,0,1,0
624,624,36351,1,38,143909,12,0,40,1,-1,1,0,1,0,0,0
625,625,26053,0,25,276249,14,0,40,0,-1,1,1,0,1,0,0
626,626,31689,1,18,218889,5,0,35,0,-1,0,1,0,1,1,0
627,627,33674,1,34,158688,10,0,45,0,-1,1,0,0,1,0,0
628,628,36619,0,46,132919,9,0,12,1,-1,0,0,0,1,1,0
629,629,40364,1,50,224207,13,0,40,1,-1,1,0,1,0,0,0
630,630,25035,1,36,203836,10,0,50,0,-1,1,1,0,1,0,0
631,631,24598,1,25,259299,10,3103,50,1,-1,0,1,0,1,1,0
632,632,32620,1,30,169269,7,0,38,0,-1,1,0,0,1,0,0
633,633,38336,1,37,175185,7,0,40,0,-1,1,0,0,1,0,0
634,634,22332,1,40,48087,9,7298,45,1,-1,0,0,1,1,1,0
635,635,39122,1,32,228873,7,7298,60,1,-1,0,1,1,1,1,0
636,636,850,0,61,99784,14,0,40,1,-1,1,0,1,1,0,0
637,637,17079,0,36,272090,13,0,45,0,-1,1,1,0,1,0,0
638,638,33943,1,22,208946,12,0,30,0,-1,0,1,0,1,1,0
639,639,17758,0,29,163003,13,2202,40,0,-1,1,0,1,1,0,0
640,640,43548,0,61,149648,7,0,40,0,-1,1,0,0,1,0,0
641,641,41866,1,38,298539,9,0,50,0,-1,1,1,0,1,0,0
642,642,39566,1,35,278553,13,0,38,0,-1,1,1,1,0,0,0
643,643,36511,0,33,184178,12,0,35,0,-1,1,0,0,1,0,0
644,644,14200,1,59,95165,16,0,40,0,-1,0,0,1,0,1,0
645,645,11401,1,26,330263,9,0,40,0,-1,1,1,0,1,0,0
646,646,43440,0,56,19896,10,0,60,1,-1,0,0,0,1,1,0
647,647,25789,0,31,124569,10,0,40,1,-1,1,0,0,1,0,0
648,648,15908,0,39,99357,14,1506,40,0,-1,1,0,0,1,0,0
649,649,314,1,22,199698,10,0,15,0,-1,1,1,0,1,0,0
650,650,47674,1,18,157193,8,0,30,0,-1,1,1,0,1,0,0
651,651,21092,1,55,196126,13,0,40,0,-1,1,0,1,0,0,0
652,652,17926,1,46,238648,9,7298,40,1,-1,0,0,1,1,1,0
653,653,26079,1,79,183686,13,0,20,1,-1,0,0,1,0,1,0
654,654,30026,1,44,147265,14,0,40,1,-1,1,0,1,0,0,0
655,655,24631,0,45,328051,14,0,60,0,-1,1,1,0,1,0,0
656,656,1226,1,36,354078,13,0,60,1,-1,0,1,1,0,1,0
657,657,40208,0,38,102478,9,0,40,0,-1,1,0,0,1,0,0
658,658,41312,1,34,192900,10,0,35,0,-1,1,1,0,1,0,0
659,659,19443,0,27,133929,13,0,36,0,-1,1,0,0,1,0,0
660,660,30068,0,33,369386,10,5178,40,1,-1,0,1,0,1,1,0
661,661,29198,1,21,265356,10,0,40,0,-1,1,1,0,1,0,0
662,662,35937,0,18,83451,9,0,25,0,-1,1,0,0,1,0,0
663,663,16541,1,73,102510,4,6418,99,1,-1,0,0,1,1,1,0
664,664,11024,1,19,344414,10,0,40,0,-1,1,1,0,1,0,0
665,665,7949,1,28,214689,7,0,40,0,-1,1,1,0,1,0,0
666,666,19590,1,31,94235,13,0,46,0,-1,1,0,1,0,0,0
667,667,8478,1,38,227615,2,0,40,0,-1,0,1,0,1,1,0
668,668,24876,1,60,121319,4,3137,40,0,-1,0,0,0,1,1,0
669,669,10398,0,37,114765,10,0,40,0,-1,1,0,0,1,0,0
670,670,16239,1,38,196123,9,0,50,0,-1,1,0,0,1,0,0
671,671,10723,1,27,501172,3,0,40,0,-1,0,1,0,1,1,0
672,672,19546,1,51,166934,9,0,40,1,-1,1,0,0,1,0,0
673,673,28780,1,23,308498,10,0,15,0,-1,1,1,0,1,0,0
674,674,38721,1,33,65018,14,0,20,0,-1,0,0,0,0,1,0
675,675,20705,1,54,129432,13,15024,40,1,-1,0,0,1,0,1,0
676,676,12261,1,37,174308,9,0,40,0,-1,1,0,0,1,0,0
677,677,3003,0,33,112584,10,0,25,0,-1,1,0,0,1,0,0
678,678,33534,1,53,56213,10,0,45,1,-1,1,0,0,1,0,0
679,679,34448,1,51,88020,13,0,40,0,-1,1,0,1,0,0,0
680,680,11823,0,45,305739,10,0,40,0,-1,1,1,0,1,0,0
681,681,17447,0,26,292303,9,0,40,0,-1,1,1,0,1,0,0
682,682,7427,1,36,199739,9,7298,60,1,-1,0,1,1,1,1,0
683,683,7568,1,32,170108,9,0,50,0,-1,1,0,0,1,0,0
684,684,29065,1,36,148581,9,0,55,1,-1,1,0,0,1,0,0
685,685,2098,1,52,266529,10,0,45,1,-1,1,0,0,1,0,0
686,686,6699,0,25,120041,13,0,40,0,-1,1,0,0,1,0,0
687,687,6067,0,42,180032,14,0,40,0,-1,1,0,0,1,0,0
688,688,14625,1,35,216256,5,0,50,0,-1,0,1,0,1,1,0
689,689,40888,1,49,77404,10,0,44,1,-1,1,0,0,1,0,0
690,690,10153,1,39,112158,10,0,26,0,-1,1,0,0,1,0,0
691,691,12498,0,40,205987,15,0,40,0,-1,1,0,0,1,0,0
692,692,24994,1,52,270728,4,0,48,0,-1,0,1,0,1,1,0
693,693,8763,1,24,32732,9,0,50,0,-1,0,0,0,1,1,0
694,694,48080,1,59,190997,6,0,36,0,-1,1,0,0,1,0,0
695,695,17394,0,31,309974,10,0,40,0,-1,1,1,0,1,0,0
696,696,40899,1,19,239862,10,0,40,0,-1,1,1,0,1,0,0
697,697,26263,1,45,20534,10,0,84,1,-1,0,0,1,0,1,0
698,698,16437,1,52,178983,16,0,40,1,-1,0,0,1,0,1,0
699,699,26419,0,21,177420,10,0,40,0,-1,1,1,0,1,0,0
700,700,7212,1,27,233421,10,0,20,0,-1,1,1,0,1,0,0
701,701,32790,1,39,149347,14,0,40,1,-1,1,0,1,0,0,0
702,702,28868,0,25,288519,13,0,40,0,-1,1,1,0,1,0,0
703,703,11275,1,48,186539,10,0,40,0,-1,1,0,0,1,0,0
704,704,16730,0,63,113756,9,0,40,0,-1,1,0,0,1,0,0
705,705,16064,1,20,133061,5,0,40,0,-1,0,1,0,1,1,0
706,706,13131,1,20,58740,10,0,15,0,-1,1,0,0,1,0,0
707,707,44135,1,43,37869,13,0,40,1,-1,1,0,1,0,0,0
708,708,43220,1,30,198091,9,0,44,0,-1,1,1,0,1,0,0
709,709,949,1,44,325159,10,0,40,0,-1,1,1,0,1,0,0
710,710,48265,0,18,86150,9,0,15,0,-1,1,0,0,1,0,0
711,711,44048,1,64,208862,7,0,15,0,-1,0,0,0,1,1,0
712,712,6536,1,26,177482,12,0,45,1,-1,1,1,1,0,0,0
713,713,24114,1,26,37023,10,0,78,0,-1,0,0,1,0,1,0
714,714,11832,1,47,328216,10,7298,40,1,-1,0,1,1,1,1,0
715,715,18592,0,30,166961,10,0,20,1,-1,1,0,0,1,0,0
716,716,28983,1,67,111321,13,0,16,0,-1,0,0,1,0,1,0
717,717,26257,1,22,33087,9,0,45,0,-1,1,0,0,1,0,0
718,718,30115,1,22,313873,7,0,30,0,-1,0,1,0,1,1,0
719,719,34423,1,57,239486,10,7688,45,1,-1,0,0,1,1,1,0
720,720,21048,1,40,222756,10,0,40,1,-1,1,1,0,1,0,0
721,721,25300,1,54,182314,16,0,50,1,-1,0,0,1,0,1,0
722,722,22690,0,34,177596,11,0,40,1,-1,1,0,0,1,0,0
723,723,29597,1,47,359461,13,0,40,0,-1,0,1,1,0,1,0
724,724,42919,1,32,418617,13,0,55,0,-1,0,1,1,0,1,0
725,725,19292,1,17,95446,6,0,15,0,-1,1,0,0,1,0,0
726,726,20697,1,49,115784,10,0,40,0,-1,1,0,0,1,0,0
727,727,24190,1,61,186451,15,0,40,1,-1,0,0,1,0,1,0
728,728,2893,0,21,108670,9,0,40,0,-1,1,0,0,1,0,0
729,729,24414,0,53,182855,6,0,48,0,-1,0,0,0,1,1,0
730,730,24787,1,34,199934,10,7298,40,1,-1,0,1,1,1,1,0
731,731,17555,0,48,98719,9,0,44,0,-1,1,0,0,1,0,0
732,732,26747,0,28,175987,9,0,40,0,-1,1,1,0,1,0,0
733,733,22049,1,56,232139,9,0,40,0,-1,1,0,0,1,0,0
734,734,47536,1,49,181970,13,0,40,0,-1,1,0,1,0,0,0
735,735,40962,1,49,90907,10,0,40,1,-1,1,0,0,1,0,0
736,736,46183,1,41,606347,4,0,40,0,-1,0,1,0,1,1,0
737,737,30214,0,23,129767,10,0,40,0,-1,1,0,0,1,0,0
738,738,842,1,51,146813,10,0,40,1,-1,1,0,0,1,0,0
739,739,29380,1,47,84790,10,0,40,0,-1,1,0,0,1,0,0
740,740,31325,1,42,152676,9,0,40,0,-1,1,0,0,1,0,0
741,741,38234,0,48,198000,13,0,38,1,-1,1,0,0,1,0,0
742,742,44973,1,52,261198,9,0,40,0,-1,1,0,0,1,0,0
743,743,24121,1,61,204908,5,0,40,0,-1,0,0,0,1,1,0
744,744,46640,0,28,113922,9,0,17,0,-1,1,0,0,1,0,0
