,Unnamed: 0.1,Unnamed: 0,address,failures,studytime,absences,Dalc,Medu,goout,GroundTruth,GroundTruth_DB,FairDen,Scalable,FairSC_normalized,FairSC,Fairlet_MCF Fairlet2
403,403,403,0,1,4,2,3,2,5,8,-1,1,1,1,1,0
404,404,404,1,0,4,0,1,1,1,2,0,1,0,1,0,0
405,405,405,1,0,3,0,1,2,5,3,0,0,0,1,0,0
406,406,406,0,0,1,0,1,1,5,0,0,0,0,0,1,0
407,407,407,1,1,2,8,2,3,4,6,1,1,1,0,1,0
408,408,408,0,1,1,0,1,2,5,8,1,1,0,0,1,0
409,409,409,0,0,2,0,1,1,2,11,0,0,0,1,1,0
410,410,410,1,0,2,1,1,1,5,6,0,0,0,1,1,0
411,411,411,0,1,2,9,1,1,2,5,1,1,0,0,1,0
412,412,412,1,0,2,8,1,1,5,6,0,0,0,1,1,0
413,413,413,1,1,2,8,1,2,2,10,1,0,0,0,1,0
414,414,414,0,0,2,0,1,2,1,13,0,0,0,1,1,0
415,415,415,1,0,4,2,5,4,5,12,-1,1,1,1,1,0
416,416,416,0,0,2,2,1,3,1,10,0,0,0,1,1,0
417,417,417,0,0,1,1,1,4,3,2,0,0,1,1,1,0
418,418,418,1,0,3,0,2,2,3,6,0,0,1,1,0,0
419,419,419,0,0,1,5,1,2,3,8,0,0,0,1,1,0
420,420,420,1,0,1,1,1,4,3,0,0,0,1,1,1,0
421,421,421,1,0,1,8,5,3,4,8,2,1,1,0,1,0
422,422,422,1,0,2,0,3,1,3,6,0,0,1,1,1,0
423,423,423,1,0,2,0,1,2,2,9,0,0,0,1,1,0
424,424,424,0,0,2,11,1,1,5,6,0,0,0,0,1,0
425,425,425,1,0,4,8,2,2,5,2,0,1,1,1,0,0
426,426,426,1,0,1,11,1,2,3,1,0,0,0,0,1,0
427,427,427,1,0,2,8,2,4,4,6,0,0,1,1,1,0
428,428,428,1,0,1,5,2,3,3,0,0,0,1,1,1,0
429,429,429,1,0,3,1,1,4,5,1,0,0,1,1,0,0
430,430,430,0,3,1,2,1,4,3,10,-1,1,1,0,1,0
431,431,431,0,0,1,2,3,1,2,1,0,0,1,0,1,0
432,432,432,1,1,2,8,3,3,4,10,1,1,1,0,1,0
433,433,433,0,0,1,0,2,4,2,0,0,0,1,1,1,0
434,434,434,1,0,2,2,1,1,5,0,0,0,0,1,1,0
435,435,435,1,2,2,2,3,1,3,6,3,1,1,0,1,0
436,436,436,1,0,1,4,1,1,2,1,0,0,0,0,1,0
437,437,437,0,0,1,3,2,1,5,6,0,0,0,0,1,0
438,438,438,0,0,3,5,1,1,4,3,0,0,0,1,1,0
439,439,439,0,0,1,4,2,1,4,0,0,0,0,0,1,0
440,440,440,0,3,2,2,1,3,4,6,-1,1,0,0,1,0
441,441,441,0,0,1,0,3,2,5,6,0,0,1,0,1,0
442,442,442,0,1,1,0,1,1,2,3,1,0,0,0,1,0
443,443,443,1,0,2,6,1,1,3,6,0,0,0,1,1,0
444,444,444,1,1,1,0,2,2,1,13,-1,1,1,0,1,0
445,445,445,0,0,1,2,2,3,5,6,0,0,1,1,1,0
446,446,446,0,0,1,0,2,1,5,8,0,0,0,0,1,0
447,447,447,0,1,1,2,2,1,3,8,1,0,0,0,1,0
448,448,448,0,1,1,0,2,3,1,13,-1,1,1,1,1,0
449,449,449,1,3,1,4,1,3,1,8,-1,1,0,0,1,0
450,450,450,1,2,2,9,1,3,5,10,-1,1,0,0,1,0
451,451,451,0,0,1,6,2,2,3,10,0,0,1,1,1,0
452,452,452,1,3,1,4,1,2,3,8,-1,1,0,0,1,0
453,453,453,1,2,2,8,1,3,5,5,-1,1,0,0,1,0
454,454,454,1,0,1,9,1,1,2,6,0,0,0,0,1,0
455,455,455,0,1,1,12,2,1,3,6,-1,1,0,0,1,0
456,456,456,0,0,1,8,3,4,4,6,0,0,1,1,1,0
457,457,457,0,0,1,8,5,3,5,0,2,1,1,0,1,0
458,458,458,0,1,2,8,3,1,4,0,-1,1,1,0,1,0
459,459,459,1,1,2,4,2,3,4,6,1,1,1,0,1,0
460,460,460,1,0,1,0,2,1,3,8,0,0,0,0,1,0
461,461,461,0,1,1,4,3,1,4,6,1,1,1,0,1,0
462,462,462,1,2,2,2,1,1,3,10,3,1,0,0,1,0
463,463,463,1,0,1,0,1,1,4,5,0,0,0,0,1,0
464,464,464,0,0,3,5,2,3,3,10,0,0,1,1,1,0
465,465,465,0,1,2,3,1,2,3,10,1,0,0,0,1,0
466,466,466,1,0,1,0,1,1,1,6,0,0,0,0,1,0
467,467,467,1,2,2,3,2,1,4,5,3,1,0,0,1,0
468,468,468,1,0,1,3,1,4,5,4,0,0,1,1,1,0
469,469,469,0,1,2,0,1,2,3,13,1,0,0,0,1,0
470,470,470,1,0,1,8,5,1,4,0,2,1,1,0,1,0
471,471,471,0,0,1,5,1,4,5,2,0,0,1,1,1,0
472,472,472,0,0,1,4,3,1,3,2,0,0,1,0,1,0
473,473,473,1,0,2,4,1,2,1,6,0,0,0,1,1,0
474,474,474,0,0,2,0,1,4,1,13,0,0,1,1,1,0
475,475,475,1,1,2,2,1,1,2,6,1,0,0,0,1,0
476,476,476,1,1,1,0,2,1,5,13,1,1,0,0,1,0
477,477,477,1,0,4,0,3,4,3,11,-1,1,1,1,0,0
478,478,478,0,0,2,5,1,2,3,1,0,0,0,1,1,0
479,479,479,1,0,2,0,1,1,1,1,0,0,0,1,1,0
480,480,480,0,3,2,0,1,1,4,13,-1,1,0,0,1,0
481,481,481,0,0,3,5,1,2,1,7,0,0,0,1,1,0
482,482,482,0,1,2,4,1,4,5,0,1,1,1,1,1,0
483,483,483,0,0,2,2,1,4,3,1,0,0,1,1,1,0
484,484,484,1,0,3,0,1,1,2,11,0,0,0,1,0,0
485,485,485,0,0,2,0,1,1,4,7,0,0,0,1,1,0
486,486,486,1,0,2,6,1,3,2,3,0,0,0,1,1,0
487,487,487,0,0,2,0,2,1,4,8,0,0,0,0,1,0
488,488,488,1,0,3,0,2,4,2,9,0,0,1,1,0,0
489,489,489,0,1,1,0,1,1,1,8,1,1,0,1,1,0
490,490,490,0,0,2,0,4,4,2,13,0,1,1,1,1,0
491,491,491,0,0,1,3,2,1,3,6,0,0,0,0,1,0
492,492,492,0,0,1,4,1,1,5,8,0,0,0,0,1,0
493,493,493,0,0,3,4,1,1,2,1,0,0,0,1,1,0
494,494,494,0,1,2,4,1,1,3,8,1,0,0,0,1,0
495,495,495,0,0,2,1,3,4,3,2,0,0,1,1,1,0
496,496,496,1,0,2,1,1,3,3,9,0,0,0,1,1,0
497,497,497,0,0,2,10,2,3,4,8,0,0,1,1,1,0
498,498,498,0,0,1,0,1,2,3,13,0,0,0,1,1,0
499,499,499,0,1,1,0,4,4,3,13,-1,1,1,1,1,0
500,500,500,0,0,1,4,2,4,3,6,0,0,1,1,1,0
501,501,501,0,1,3,4,1,2,2,6,1,0,0,0,1,0
502,502,502,1,0,2,6,1,1,1,8,0,0,0,1,1,0
503,503,503,1,0,1,6,3,3,5,6,0,0,1,0,1,0
504,504,504,0,0,1,4,3,3,1,0,0,1,1,1,1,0
