,marital,age,balance,duration,GroundTruth,GroundTruth_DB,FairDen,FairSC_normalized,FairSC
18284,1,37,7,18,0,0,0,1,0
3298,1,44,146,483,1,0,0,0,1
13419,2,36,281,225,0,0,0,0,1
13009,1,46,74,15,0,0,0,0,1
33819,2,29,91,99,0,0,0,1,1
29414,1,38,384,387,0,0,0,1,1
21074,1,30,1384,60,0,0,0,1,0
25623,1,42,807,1057,1,0,1,0,1
9720,1,45,1603,164,0,0,0,0,1
15731,1,51,2704,443,0,0,1,0,1
2543,0,37,175,753,1,0,0,0,1
27279,2,52,5728,79,0,0,0,0,1
32675,1,45,396,266,0,0,0,0,1
37731,2,29,-11,164,0,0,0,1,1
41591,2,30,536,244,1,0,0,1,1
11189,1,47,490,55,0,0,0,0,1
41340,1,50,388,173,1,0,0,0,1
15276,1,34,1602,287,0,0,0,1,0
4279,0,26,0,48,0,0,0,1,1
39772,1,34,1047,342,0,0,0,1,1
43125,0,57,3287,277,1,0,1,0,1
17958,1,60,5632,380,0,0,1,0,1
38003,1,50,226,98,0,0,0,0,1
3486,1,48,680,387,0,0,0,0,1
24851,1,35,222,233,0,0,0,1,0
31124,2,28,6551,97,0,0,1,0,1
23151,2,31,46,313,0,0,0,0,1
44709,2,28,1347,317,0,0,0,0,1
29754,0,45,274,101,0,0,0,1,1
31789,1,34,837,495,0,0,0,0,1
24198,1,54,5249,108,0,0,1,0,1
23669,1,36,4542,76,0,0,0,0,1
40348,1,34,5,305,0,0,0,1,0
39342,1,37,11303,500,0,0,1,0,1
2918,1,34,357,197,0,0,0,1,0
25542,1,35,8647,140,0,0,1,0,1
21200,1,46,5,71,0,0,0,0,1
9981,0,56,1016,184,0,0,0,0,1
16025,0,43,3163,211,0,0,0,0,1
37993,2,34,4782,160,0,0,0,0,1
36140,1,48,7985,232,0,0,1,0,1
31881,0,44,0,1594,1,0,1,0,1
19024,1,32,3158,142,0,0,0,1,1
26020,1,55,625,88,0,0,0,0,1
34065,1,67,696,77,0,0,1,0,1
15475,1,33,0,453,0,0,0,1,1
15512,0,28,319,120,0,0,0,1,1
29252,2,29,286,70,0,0,0,1,1
18317,1,49,13818,221,0,0,1,0,1
37118,0,48,-276,674,1,0,1,0,1
15128,1,39,363,184,0,0,0,1,1
35569,2,31,1090,50,0,0,0,1,1
43190,2,27,1327,339,0,0,0,0,1
26394,1,31,592,124,0,0,0,1,0
38724,2,36,1496,40,0,0,0,0,1
5318,1,34,571,202,0,0,0,1,0
38869,2,33,315,179,0,0,0,1,1
25405,2,31,-366,313,0,0,0,0,1
31995,2,44,0,442,0,0,0,0,1
43168,2,33,562,196,1,0,0,1,1
13212,1,52,414,424,0,0,0,0,1
6612,2,59,68,176,0,0,0,0,1
26052,1,32,344,179,0,0,0,1,0
12043,1,45,1577,16,0,0,0,0,1
41030,1,37,106,511,1,0,0,0,1
4547,0,36,566,129,0,0,0,1,1
34811,2,35,83,90,0,0,0,1,1
14213,1,45,-388,175,0,0,0,0,1
36720,2,25,53,213,0,0,0,1,1
28374,2,26,1996,111,0,0,0,1,1
11958,0,52,-297,11,0,0,0,0,1
24515,1,56,1168,673,0,0,1,0,1
36099,1,50,199,228,0,0,0,0,1
23630,2,33,34,13,0,0,0,1,1
15599,1,34,13,47,0,0,0,1,0
11440,0,41,3622,1135,1,0,1,0,1
19502,2,40,153,125,0,0,0,0,1
17880,2,38,7159,285,0,0,1,0,1
31335,0,50,405,82,0,0,0,0,1
19166,1,46,44,175,0,0,0,0,1
17245,1,38,-278,143,0,0,0,1,0
7951,2,41,304,395,0,0,0,0,1
4626,1,43,-635,37,0,0,0,1,1
43695,1,52,955,301,1,0,0,0,1
22770,1,48,337,770,0,0,1,0,1
11607,1,48,237,18,0,0,0,0,1
44554,1,29,247,143,1,0,0,1,0
23816,1,48,494,81,0,0,0,0,1
1756,0,33,-305,109,0,0,0,1,1
15374,1,30,-27,65,0,0,0,1,0
11429,1,57,1621,108,0,0,0,0,1
29009,1,59,410,136,0,0,0,0,1
34300,1,46,3145,28,0,0,1,0,1
14510,0,32,0,175,0,0,0,1,1
41537,1,31,581,845,0,0,1,0,1
14157,1,33,212,260,0,0,0,1,0
28401,0,48,657,251,0,0,0,0,1
15537,2,26,49,489,0,0,0,0,1
43132,1,47,288,193,1,0,0,0,1
26084,2,33,247,428,0,0,0,0,1
23309,2,32,725,53,0,0,0,1,1
22862,1,58,1,112,0,0,0,0,1
5772,2,31,682,473,0,0,0,0,1
21042,2,35,663,215,0,0,0,0,1
18422,1,52,668,212,0,0,0,0,1
37559,2,36,-206,419,0,0,0,0,1
38021,2,29,13,26,0,0,0,1,1
37101,1,31,951,206,0,0,0,1,0
21373,1,51,1840,312,0,0,0,0,1
21901,1,49,3,118,0,0,0,0,1
40796,1,30,877,202,0,0,0,1,0
27200,1,34,6203,34,0,0,1,0,1
15332,1,29,519,120,0,0,0,1,0
40377,2,46,526,326,0,0,0,0,1
2980,1,57,-1,850,1,0,1,0,1
14136,2,29,983,963,1,0,1,0,1
17849,1,34,13,99,0,0,0,1,0
29552,2,26,4751,231,0,0,1,0,1
23457,1,31,60,302,0,0,0,1,0
39009,2,22,110,237,0,0,0,1,1
40353,1,50,5312,106,0,0,0,0,1
9085,2,35,227,414,0,0,0,0,1
6364,1,28,839,240,0,0,0,1,0
35267,1,53,162,270,0,0,0,0,1
4120,1,47,292,82,0,0,0,0,1
36795,1,36,1088,77,0,0,0,1,0
735,1,40,-7,410,0,0,0,0,1
1806,2,26,1326,70,0,0,0,1,1
228,1,36,1033,238,0,0,0,1,0
16027,2,32,143,115,0,0,0,1,1
7970,1,50,332,68,0,0,0,0,1
2234,2,45,0,55,0,0,0,0,1
6197,2,28,219,257,0,0,0,1,1
474,1,40,668,283,0,0,0,0,1
38789,1,55,3917,565,1,0,1,0,1
31549,2,38,167,255,0,0,0,0,1
4043,1,47,584,79,0,0,0,0,1
42080,2,31,376,202,0,0,0,1,1
2904,1,49,387,347,0,0,0,0,1
12510,0,45,-25,158,0,0,0,1,1
13098,1,58,-230,133,0,0,0,0,1
37836,1,37,987,306,0,0,0,1,1
38671,2,43,776,52,0,0,0,0,1
24486,1,56,505,171,0,0,0,0,1
9148,1,60,71,185,0,0,0,0,1
43371,1,37,565,329,0,0,0,1,1
4278,0,31,47,34,0,0,0,1,1
10093,2,41,8368,179,0,0,1,0,1
13725,1,53,768,218,0,0,0,0,1
39514,2,35,777,85,0,0,0,1,1
9448,0,54,351,642,1,0,1,0,1
30256,1,49,1,98,0,0,0,0,1
20469,2,34,2835,107,0,0,0,0,1
11931,2,55,11,14,0,0,0,0,1
32485,0,34,172,306,0,0,0,0,1
26776,2,44,5045,20,0,0,1,0,1
31170,2,28,387,61,0,0,0,1,1
19346,1,38,178,170,0,0,0,1,0
28998,1,38,290,123,0,0,0,1,0
5501,2,24,-286,327,0,0,0,0,1
36393,1,53,-108,11,0,0,0,0,1
8196,1,38,-239,221,0,0,0,1,1
3107,1,50,-52,166,0,0,0,0,1
19730,1,31,659,135,0,0,0,1,0
39677,2,39,79,369,0,0,0,0,1
25552,2,31,849,94,0,0,0,1,1
28183,2,34,391,77,0,0,0,1,1
7734,2,29,121,1500,1,0,1,0,1
4707,1,52,0,363,0,0,0,0,1
42776,1,34,8000,291,1,0,1,0,1
5779,1,45,61,745,1,0,1,0,1
13273,2,41,-329,426,0,0,0,0,1
15674,1,50,-70,357,0,0,0,0,1
16155,1,34,1650,351,0,0,0,1,1
17423,1,60,3105,178,0,0,1,0,1
40235,2,33,242,320,0,0,0,0,1
12539,1,35,1659,197,0,0,0,1,0
5361,1,56,397,252,0,0,0,0,1
4715,1,35,4822,843,1,0,1,0,1
33597,1,52,5193,477,0,0,1,0,1
17722,1,58,145,616,1,0,0,0,1
18531,1,58,18,70,0,0,0,0,1
7429,0,34,-276,175,0,0,0,1,1
36995,1,36,418,132,0,0,0,1,0
19644,1,36,2813,88,0,0,0,1,1
5189,2,39,2645,339,0,0,1,0,1
9712,1,38,4874,1291,0,0,1,0,1
33927,2,30,766,296,0,0,0,0,1
4827,2,28,135,195,0,0,0,1,1
18633,2,42,270,68,0,0,0,0,1
9815,1,55,8592,255,0,0,1,0,1
21791,2,40,47,110,0,0,0,0,1
32782,1,32,4887,246,0,0,0,0,1
24235,1,59,283,300,0,0,0,0,1
555,0,39,471,161,0,0,0,1,1
29773,2,33,1473,43,0,0,0,0,1
44523,1,67,2540,279,1,0,1,0,1
24277,1,45,77,59,0,0,0,0,1
10946,1,37,830,292,0,0,0,1,1
31523,1,31,625,424,0,0,0,1,0
15489,1,54,338,99,0,0,0,0,1
1332,1,49,230,96,0,0,0,0,1
34257,1,28,0,334,0,0,0,1,0
25795,1,41,-608,12,0,0,0,1,1
23303,1,33,1940,46,0,0,0,1,0
20615,1,49,3779,178,0,0,0,0,1
12379,1,51,84,269,0,0,0,0,1
6993,1,51,593,157,0,0,0,0,1
4119,1,32,2996,68,0,0,0,1,1
10105,1,59,1986,139,0,0,0,0,1
42077,1,47,999,111,0,0,0,0,1
26196,1,46,3999,202,0,0,1,0,1
23101,1,48,386,185,0,0,0,0,1
37502,2,42,22,116,0,0,0,0,1
17259,0,58,553,174,0,0,0,0,1
10917,1,42,753,31,0,0,0,1,1
2319,0,35,36,182,0,0,0,1,1
35602,2,29,234,139,0,0,0,1,1
34769,2,29,2203,1131,0,0,1,0,1
42027,1,38,1438,122,0,0,0,1,1
38029,1,47,1474,77,0,0,0,0,1
29592,1,40,1674,144,0,0,0,1,1
1615,2,56,230,122,0,0,0,0,1
44915,2,36,980,118,0,0,0,0,1
10262,0,40,181,89,0,0,0,1,1
29280,2,31,8626,155,0,0,1,0,1
1647,1,41,483,319,0,0,0,0,1
32571,1,31,375,218,0,0,0,1,0
12699,1,52,3369,196,0,0,0,0,1
7584,1,42,1607,108,0,0,0,0,1
36611,1,42,-407,829,1,0,1,0,1
27528,1,54,5787,240,0,0,1,0,1
5156,1,39,568,173,0,0,0,1,1
14884,1,54,381,198,0,0,0,0,1
3758,2,28,45,345,0,0,0,0,1
20906,1,40,864,36,0,0,0,1,1
2725,1,38,113,25,0,0,0,1,0
14820,2,26,-188,198,0,0,0,1,1
20752,2,32,493,289,0,0,0,0,1
29999,0,44,641,79,0,0,0,1,1
32752,1,36,526,333,0,0,0,1,1
44949,0,71,1729,456,1,0,1,0,1
36918,0,49,39,27,0,0,0,0,1
21191,2,30,13763,313,0,0,1,0,1
23521,1,48,1548,143,0,0,0,0,1
18059,1,30,-176,47,0,0,0,1,0
30210,2,34,1586,355,0,0,0,0,1
41687,1,57,375,135,1,0,0,0,1
31295,2,36,45,131,0,0,0,0,1
23875,0,52,0,39,0,0,0,0,1
4152,1,40,296,198,0,0,0,1,1
9342,2,40,546,219,0,0,0,0,1
36791,2,47,10558,81,0,0,1,0,1
13612,2,27,0,240,0,0,0,1,1
9819,1,45,1100,331,0,0,0,0,1
35329,2,38,0,350,0,0,0,0,1
208,2,39,257,408,0,0,0,0,1
26798,1,36,62,50,0,0,0,1,0
8248,1,48,1849,345,0,0,0,0,1
20645,1,45,2476,239,0,0,0,0,1
3663,1,39,880,29,0,0,0,1,1
40624,2,32,3283,623,1,0,1,0,1
16222,1,26,0,157,0,0,0,1,0
39664,1,39,1587,171,1,0,0,1,1
17770,1,43,1800,103,0,0,0,0,1
17527,1,51,0,27,0,0,0,0,1
7483,1,46,2527,201,0,0,0,0,1
40475,1,33,1211,456,1,0,0,1,1
2381,2,26,309,210,0,0,0,1,1
4630,2,31,431,1045,1,0,1,0,1
41719,1,43,14646,210,1,0,1,0,1
23087,0,55,56,94,0,0,0,0,1
20659,1,57,0,189,0,0,0,0,1
33041,1,36,-53,9,0,0,0,1,0
30487,0,47,700,69,0,0,0,0,1
36872,1,35,625,267,0,0,0,1,0
22,2,32,23,160,0,0,0,1,1
26078,1,39,3294,116,0,0,0,0,1
30124,1,32,150,210,0,0,0,1,0
27263,0,57,6157,45,0,0,1,0,1
36160,1,48,643,66,0,0,0,0,1
21747,2,30,3048,223,0,0,0,0,1
44408,2,41,7968,404,1,0,1,0,1
33311,2,34,375,55,0,0,0,1,1
34803,2,35,1494,311,0,0,0,0,1
28725,1,56,972,52,0,0,0,0,1
12274,2,57,711,411,0,0,0,0,1
26006,0,31,525,278,0,0,0,0,1
41164,1,39,973,172,0,0,0,1,1
18772,1,28,144,7,0,0,0,1,0
31165,2,37,33,186,1,0,0,0,1
15146,2,30,1289,489,0,0,0,0,1
32959,1,45,658,406,0,0,0,0,1
29065,1,49,147,559,0,0,0,0,1
22839,0,39,807,209,0,0,0,1,1
15621,0,35,244,54,0,0,0,1,1
37027,1,43,171,96,0,0,0,0,1
37336,1,30,2583,436,0,0,1,0,1
18282,1,50,1518,321,0,0,0,0,1
1871,1,38,-388,412,0,0,0,0,1
5794,1,34,-367,85,0,0,0,1,0
31832,2,31,999,187,0,0,0,1,1
37628,1,35,4,88,0,0,0,1,0
33585,1,34,0,176,0,0,0,1,0
3018,1,50,606,673,0,0,0,0,1
24442,1,45,1932,146,0,0,0,0,1
33975,1,41,27696,108,0,1,1,0,1
44251,0,46,0,6,0,0,0,1,1
2942,1,60,3932,407,0,0,1,0,1
24,1,40,0,181,0,0,0,1,1
20789,1,36,274,122,0,0,0,1,0
337,1,53,56,152,0,0,0,0,1
30082,1,58,1798,19,0,0,0,0,1
21688,1,56,1750,629,0,0,1,0,1
36298,1,59,146,97,0,0,0,0,1
21231,2,35,2306,86,0,0,0,0,1
25035,1,34,11,123,0,0,0,1,0
32520,1,39,260,146,0,0,0,1,1
13230,1,60,49,76,0,0,0,0,1
42237,1,79,3025,166,1,0,1,0,1
36993,1,41,121,16,0,0,0,1,1
36397,1,50,289,300,0,0,0,0,1
37058,2,21,292,148,0,0,0,1,1
18657,2,39,554,22,0,0,0,0,1
28968,2,29,875,137,0,0,0,1,1
14735,1,45,1063,41,0,0,0,0,1
2402,0,34,383,2231,1,0,1,0,1
9093,1,48,2960,86,0,0,0,0,1
32214,0,44,2422,399,0,0,1,0,1
20006,1,51,1113,391,0,0,0,0,1
97,1,60,81,101,0,0,0,0,1
22748,1,52,306,265,0,0,0,0,1
12467,2,28,415,86,0,0,0,1,1
34446,0,39,224,106,0,0,0,1,1
7103,1,40,1314,284,0,0,0,0,1
18999,1,52,5361,607,1,0,1,0,1
43638,1,39,276,334,1,0,0,1,1
44282,2,25,1003,361,1,0,0,0,1
8570,2,30,7845,59,0,0,1,0,1
33305,1,64,571,1422,1,0,1,0,1
34515,1,43,176,253,0,0,0,0,1
33994,2,26,553,347,0,0,0,0,1
31285,0,57,6468,684,0,0,1,0,1
5842,2,28,0,1560,1,0,1,0,1
13043,2,28,226,191,0,0,0,1,1
22147,2,31,424,93,0,0,0,1,1
43187,2,33,658,93,0,0,0,1,1
41386,1,39,150,55,0,0,0,1,1
21272,1,41,335,169,0,0,0,1,1
23389,2,32,27,146,0,0,0,1,1
20897,2,35,467,82,0,0,0,1,1
18954,1,46,1720,250,0,0,0,0,1
122,1,34,3,120,0,0,0,1,0
1355,1,43,-77,468,0,0,0,0,1
13014,2,30,312,188,0,0,0,1,1
11436,1,48,343,136,0,0,0,0,1
42936,1,56,1947,225,1,0,0,0,1
14616,1,34,0,144,0,0,0,1,0
35228,1,34,-99,258,0,0,0,1,0
15017,1,41,15,17,0,0,0,1,1
35845,1,33,62,26,0,0,0,1,0
24339,1,33,0,407,0,0,0,1,0
43244,2,22,3472,529,1,0,1,0,1
11883,2,36,1313,8,0,0,0,0,1
15762,1,29,-49,210,0,0,0,1,0
32556,1,33,5,1007,1,0,1,0,1
27035,1,40,372,365,0,0,0,0,1
6916,2,33,-258,193,0,0,0,1,1
29149,2,26,458,117,0,0,0,1,1
18257,2,41,0,24,0,0,0,0,1
33782,1,46,0,200,1,0,0,0,1
10641,2,42,50,294,0,0,0,0,1
23898,1,49,1683,61,0,0,0,0,1
20095,2,32,67,55,0,0,0,1,1
22821,2,39,0,194,0,0,0,0,1
2792,1,45,0,246,0,0,0,0,1
35460,0,29,883,85,0,0,0,1,1
23763,1,35,-146,240,0,0,0,1,0
17018,0,57,909,147,0,0,0,0,1
21199,1,46,1353,528,1,0,1,0,1
6307,1,39,1135,35,0,0,0,1,1
37403,1,39,49,566,0,0,0,0,1
39125,1,36,1548,226,0,0,0,1,0
33557,1,45,5110,341,1,0,1,0,1
39433,2,41,1081,229,1,0,0,0,1
44756,2,36,1830,183,0,0,0,0,1
23953,1,52,5303,133,1,0,0,0,1
6544,1,43,-127,102,0,0,0,0,1
21240,2,35,1635,90,0,0,0,0,1
31104,1,35,3698,106,1,0,0,0,1
20592,1,59,278,141,0,0,0,0,1
23238,1,46,49,197,0,0,0,0,1
23853,2,32,258,131,0,0,0,1,1
1256,1,49,458,381,0,0,0,0,1
2953,2,40,3652,1028,1,0,1,0,1
34831,0,39,530,68,0,0,0,1,1
41679,0,53,3370,180,0,0,0,0,1
23561,1,39,0,13,0,0,0,1,1
29642,1,60,0,273,0,0,0,0,1
42612,1,37,238,185,1,0,0,1,0
43558,0,60,162,74,0,0,0,0,1
13580,2,48,469,313,0,0,0,0,1
17273,1,46,-216,404,0,0,0,0,1
24831,2,43,685,78,0,0,0,0,1
41347,1,48,2,103,0,0,0,0,1
9734,1,44,2135,61,0,0,0,0,1
31552,1,56,1232,44,0,0,0,0,1
5067,2,32,1373,474,0,0,0,0,1
11191,1,48,5348,105,0,0,0,0,1
13405,1,57,2,138,0,0,0,0,1
36405,2,31,17,296,0,0,0,0,1
44430,2,38,1027,387,0,0,0,0,1
36926,2,41,340,262,0,0,0,0,1
38995,1,25,127,695,0,0,1,0,1
5535,1,35,154,211,0,0,0,1,0
44117,2,37,871,209,0,0,0,0,1
37718,2,31,864,113,0,0,0,1,1
19834,2,35,252,89,0,0,0,1,1
28111,2,32,4,181,0,0,0,1,1
38115,1,39,3165,56,0,0,0,0,1
4089,1,50,1463,380,0,0,0,0,1
22888,1,44,-11,317,0,0,0,0,1
2260,1,55,309,115,0,0,0,0,1
41387,1,44,1036,491,0,0,0,0,1
41810,0,45,0,264,1,0,0,0,1
30815,1,44,-43,290,0,0,0,0,1
34910,2,25,0,293,0,0,0,1,1
2802,0,47,4135,283,0,0,1,0,1
19997,1,43,2759,329,0,0,0,0,1
2575,2,31,513,180,0,0,0,1,1
29375,1,33,-266,16,0,0,0,1,0
16822,2,27,2074,203,0,0,1,0,1
38831,2,32,92,110,0,0,0,1,1
29081,1,41,0,154,0,0,0,1,1
38349,1,33,1293,245,0,0,0,1,0
38953,0,30,1336,13,0,0,0,1,1
13204,0,39,188,163,0,0,0,1,1
33079,1,28,232,219,0,0,0,1,0
8420,1,41,2812,447,0,0,1,0,1
19084,1,52,547,112,0,0,0,0,1
4916,2,34,1157,103,0,0,0,0,1
975,1,60,42,386,0,0,0,0,1
4765,1,36,8119,24,0,0,1,0,1
12760,1,42,6573,56,0,0,1,0,1
810,0,45,-139,152,0,0,0,1,1
2778,1,31,752,178,0,0,0,1,0
16640,1,44,3348,504,0,0,1,0,1
23091,1,50,1503,128,0,0,0,0,1
6834,2,23,854,664,1,0,1,0,1
30289,2,34,992,71,1,0,0,1,1
24608,1,50,0,114,0,0,0,0,1
36528,2,39,202,59,0,0,0,0,1
6013,1,29,0,469,0,0,0,1,0
38607,2,27,0,552,0,0,0,0,1
19701,1,33,2126,174,0,0,0,1,0
23160,1,58,-102,80,0,0,0,0,1
38994,2,32,2684,542,1,0,1,0,1
14466,1,49,204,198,0,0,0,0,1
10518,1,58,0,204,0,0,0,0,1
24114,0,43,1648,80,0,0,0,0,1
43802,2,19,526,174,0,0,0,1,1
29361,1,41,201,157,1,0,0,1,1
29300,2,25,483,189,1,0,0,1,1
29217,2,27,1444,248,0,0,0,0,1
15967,1,51,0,215,0,0,0,0,1
41462,1,39,168,96,0,0,0,1,1
28362,2,26,1274,475,0,0,0,0,1
26628,2,32,3097,167,0,0,0,0,1
23353,2,32,2629,77,0,0,0,0,1
34087,2,22,1925,180,0,0,1,1,1
15233,1,34,151,546,0,0,0,0,1
33151,2,42,1049,180,0,0,0,0,1
24252,1,49,12226,96,0,0,1,0,1
21256,1,23,489,235,0,0,0,1,0
6820,1,40,-240,160,0,0,0,1,1
38525,0,38,4335,157,0,0,0,0,1
15342,0,57,1244,383,0,0,0,0,1
15236,2,44,292,1153,1,0,1,0,1
19669,2,33,5235,67,0,0,1,0,1
44060,0,82,1381,844,1,0,1,0,1
4223,0,32,86,703,0,0,0,0,1
40500,1,35,2971,158,0,0,0,1,1
7251,1,31,8,71,0,0,0,1,0
26802,1,31,3540,441,0,0,1,0,1
1811,2,30,491,197,0,0,0,1,1
42025,1,46,2671,180,0,0,0,0,1
23628,2,31,0,35,0,0,0,1,1
24609,1,46,0,258,0,0,0,0,1
24366,0,43,2363,229,0,0,0,0,1
30875,1,58,4198,309,0,0,1,0,1
19150,1,56,1483,46,0,0,0,0,1
12112,1,38,3190,20,0,0,1,0,1
19859,1,50,290,50,0,0,0,0,1
29083,1,43,1109,115,0,0,0,0,1
23454,1,34,1,535,1,0,0,0,1
2009,1,53,-864,322,0,0,1,0,1
17633,1,49,1601,47,0,0,0,0,1
29927,1,43,354,49,0,0,0,0,1
23323,2,34,682,472,0,0,0,0,1
31690,2,25,1420,124,0,0,0,1,1
35937,0,60,1608,186,0,0,0,0,1
17162,2,28,1136,89,0,0,0,1,1
23686,2,32,792,193,0,0,0,1,1
3744,1,41,0,330,0,0,0,0,1
25155,2,34,1199,67,0,0,0,0,1
32988,1,43,101,131,0,0,0,0,1
38602,2,24,-1329,50,0,0,1,1,1
26353,1,49,2143,226,0,0,1,0,1
31736,1,58,2126,184,0,0,0,0,1
19595,1,51,2125,20,0,0,0,0,1
37399,2,32,-133,119,0,0,0,1,1
5484,1,40,-212,54,0,0,0,1,1
36494,2,28,242,256,0,0,0,1,1
39040,0,40,-75,193,0,0,0,1,1
12966,1,48,252,261,0,0,0,0,1
11260,1,60,11,802,0,0,1,0,1
40368,2,28,5549,383,0,0,1,0,1
17313,1,41,239,76,0,0,0,1,1
40987,1,61,1046,158,1,0,0,0,1
7249,1,48,551,162,0,0,0,0,1
36049,1,42,679,146,0,0,0,1,1
739,1,57,162,155,0,0,0,0,1
15316,1,33,661,968,1,0,1,0,1
17152,1,46,53,31,0,0,0,0,1
5710,0,48,-212,76,0,0,0,1,1
27395,1,30,973,156,0,0,0,1,0
19037,1,57,1142,238,0,0,0,0,1
36642,0,50,15,173,0,0,0,0,1
20485,1,34,-136,131,0,0,0,1,0
24529,1,43,0,360,0,0,0,0,1
3576,2,23,496,430,0,0,0,0,1
26056,1,46,5393,997,0,0,1,0,1
34894,1,40,429,222,0,0,0,1,1
10999,1,51,1911,394,0,0,1,0,1
26819,1,47,3723,108,0,0,0,0,1
24896,1,57,649,122,0,0,0,0,1
34919,2,20,602,373,0,0,1,0,1
26225,1,41,7735,220,0,0,1,0,1
16403,2,48,-470,544,0,0,0,0,1
36403,1,39,1403,429,0,0,0,0,1
33400,2,40,759,32,0,0,0,0,1
41324,1,46,7331,658,1,0,1,0,1
19468,1,31,546,147,0,0,0,1,0
25597,2,32,413,270,0,0,0,0,1
32501,1,37,9269,71,0,0,1,0,1
8431,1,58,3909,80,0,0,0,0,1
5569,1,39,-288,151,0,0,0,1,1
21446,1,47,0,213,0,0,0,0,1
36414,2,33,38,139,0,0,0,1,1
29377,1,33,546,54,0,0,0,1,0
17427,2,30,199,131,0,0,0,1,1
18456,2,39,2258,255,0,0,0,0,1
41699,2,30,411,127,1,0,0,1,1
9603,0,47,313,114,0,0,0,0,1
28997,0,54,6745,39,0,0,1,0,1
31403,0,47,0,335,0,0,0,0,1
25712,1,46,8873,172,0,0,1,0,1
12718,1,34,-236,118,0,0,0,1,0
13566,0,44,145,672,0,0,0,0,1
24072,1,59,0,494,1,0,0,0,1
18421,1,39,55,216,0,0,0,1,1
4686,2,36,3111,445,0,0,1,0,1
35792,1,55,1569,156,0,0,0,0,1
17598,2,26,-84,63,0,0,0,1,1
43339,2,19,329,169,1,0,0,1,1
10723,2,36,736,323,0,0,0,0,1
2977,1,45,718,135,0,0,0,0,1
1189,0,33,176,622,0,0,0,0,1
9107,1,45,0,370,0,0,0,0,1
39855,2,25,1871,136,1,0,0,1,1
1475,1,33,0,345,0,0,0,1,0
29268,1,60,0,149,0,0,0,0,1
10016,1,45,408,253,0,0,0,0,1
39643,2,40,7968,596,1,0,1,0,1
11161,0,37,-689,15,0,0,0,1,1
23635,1,44,278,95,0,0,0,0,1
23902,2,49,114,12,0,0,0,0,1
2160,1,31,297,480,0,0,0,1,1
3949,1,32,158,84,0,0,0,1,0
9160,2,43,848,168,0,0,0,0,1
26430,1,33,53,113,0,0,0,1,0
562,1,47,83,179,0,0,0,0,1
18378,1,48,1397,66,0,0,0,0,1
21645,2,52,1205,18,0,0,0,0,1
26249,0,35,127,94,0,0,0,1,1
22814,1,54,1331,240,0,0,0,0,1
23655,1,32,1011,56,0,0,0,1,0
41457,1,57,415,408,0,0,0,0,1
23226,1,42,9324,67,0,0,1,0,1
6468,1,30,554,89,0,0,0,1,0
2896,1,43,887,211,0,0,0,0,1
40273,1,33,152,136,0,0,0,1,0
20831,0,53,1950,111,0,0,0,0,1
21967,1,56,385,210,0,0,0,0,1
3300,2,42,2124,161,0,0,0,0,1
40966,1,45,4068,184,1,0,0,0,1
12298,1,43,720,168,0,0,0,0,1
40446,1,73,5539,338,1,0,1,0,1
37043,1,51,3185,154,0,0,0,0,1
38202,1,32,252,52,0,0,0,1,0
31788,1,34,1499,186,0,0,0,1,0
44559,1,60,975,303,1,0,0,0,1
8313,1,55,1108,75,0,0,0,0,1
20327,2,30,3927,247,0,0,1,0,1
36774,1,33,241,1108,0,0,1,0,1
20483,1,31,1368,129,0,0,0,1,0
27811,2,32,2746,432,0,0,1,0,1
23106,2,30,60,87,0,0,0,1,1
27833,2,43,379,74,0,0,0,0,1
35723,0,31,1,36,0,0,0,1,1
39438,1,29,2305,82,0,0,1,1,0
28547,1,60,-71,1451,1,0,1,0,1
2159,1,28,957,646,0,0,0,0,1
34796,2,32,18,305,0,0,0,0,1
39067,1,27,176,10,0,0,0,1,0
20614,1,36,0,243,0,0,0,1,0
31053,2,29,92,175,1,0,0,1,1
38005,1,35,712,192,0,0,0,1,0
40244,2,28,643,308,1,0,0,0,1
23880,1,47,947,24,0,0,0,0,1
24650,1,37,723,119,0,0,0,1,0
10872,1,58,544,97,0,0,0,0,1
25655,0,44,0,128,0,0,0,1,1
28009,1,53,164,139,0,0,0,0,1
34159,1,33,11,104,0,0,0,1,0
12452,1,41,1,117,0,0,0,1,1
17096,1,41,1915,245,0,0,0,0,1
11152,1,43,657,367,0,0,0,0,1
39032,2,24,174,22,0,0,0,1,1
5455,1,35,430,147,0,0,0,1,0
1419,1,34,1601,650,0,0,1,0,1
28526,1,44,1308,334,0,0,0,0,1
39608,2,27,0,181,0,0,0,1,1
44750,2,26,342,133,0,0,0,1,1
33078,2,33,4240,508,0,0,1,0,1
8511,2,24,66,825,0,0,1,0,1
39070,0,32,5,82,0,0,0,1,1
2817,1,40,413,150,0,0,0,1,1
26773,2,53,5558,81,0,0,0,0,1
9987,2,36,4844,1137,1,0,1,0,1
22263,1,43,0,78,0,0,0,0,1
19999,0,51,4596,334,0,0,1,0,1
1865,1,37,131,137,0,0,0,1,0
44848,1,32,660,226,1,0,0,1,0
12378,1,46,4,216,0,0,0,0,1
29406,1,32,422,182,0,0,0,1,0
5552,1,42,165,333,0,0,0,0,1
42342,1,32,14533,646,0,0,1,0,1
44137,1,33,1026,326,0,0,0,1,0
17117,2,34,2047,57,0,0,0,0,1
19507,1,36,170,493,0,0,0,0,1
