,Unnamed: 0,black,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWSocSec,pctWRetire,medFamInc,perCapInc,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC,FairDen,Fairlet_MCF Fairlet2
562,562,0,0.05,0.43,0.25,0.36,0.21,0.61,0.06,1.0,0.63,0.57,0.24,0.58,0.5,0.66,0.7,0.22,0.27,0.61,0.21,0.53,0.26,0.52,0.16,0.64,0.2,0.43,0.27,0.25,0.48,0.82,0.82,0.91,0.71,0.39,0.45,0.23,0.22,0.45,0.54,0.26,0.69,0.08,0.4,0.5,0.02,0.92,0.63,0.11,0.56,0.29,0.03,0.11,0.54,0.53,0.53,0.53,0.6,0.7,0.62,0.56,0.54,0.64,0.01,0.03,0.27,0.43,0.43,0,-1,0,0,0,0,0,0
563,563,0,0.04,0.33,0.47,0.5,0.42,0.54,0.06,1.0,0.16,0.37,0.38,0.61,0.59,0.22,0.23,0.47,0.52,0.36,0.44,0.33,0.46,0.45,0.51,0.42,0.44,0.37,0.5,0.5,0.36,0.53,0.53,0.63,0.53,0.62,0.47,0.12,0.11,0.32,0.36,0.29,0.54,0.07,0.46,0.5,0.05,0.76,0.52,0.13,0.46,0.48,0.38,0.23,0.07,0.08,0.1,0.08,0.13,0.14,0.14,0.48,0.22,0.35,0.02,0.07,0.13,0.0,0.0,0,-1,0,1,0,0,0,0
564,564,0,1.0,0.55,0.43,0.6,0.41,0.3,1.0,1.0,0.32,0.57,0.2,0.32,0.27,0.3,0.38,0.63,0.58,0.36,0.55,0.5,0.41,0.36,0.46,0.42,0.51,0.73,0.61,0.58,0.74,0.44,0.43,0.53,0.46,0.38,0.31,0.83,0.65,0.57,0.57,0.6,0.21,1.0,0.82,0.0,1.0,0.75,0.24,0.22,0.24,0.42,0.25,0.56,0.53,0.66,0.85,0.48,0.51,0.64,0.5,0.73,0.71,0.25,1.0,1.0,0.62,0.61,0.5,1,-1,-1,0,0,0,-1,1
565,565,1,0.04,0.34,0.49,0.55,0.39,0.44,0.0,0.0,0.2,0.54,1.0,0.5,0.35,0.25,0.23,0.34,0.31,0.33,0.34,0.52,0.07,0.56,0.32,0.39,0.38,0.44,0.38,0.39,0.42,0.64,0.7,0.63,0.52,0.68,0.65,0.12,0.11,0.34,0.47,0.19,0.59,0.07,0.56,0.0,0.06,0.72,0.52,0.09,0.53,0.54,0.12,0.1,0.1,0.09,0.09,0.16,0.19,0.21,0.16,0.44,0.43,0.37,0.02,0.04,0.22,0.02,0.0,0,-1,0,1,0,0,0,0
566,566,0,0.03,0.37,0.49,0.54,0.42,0.48,0.0,0.0,0.19,0.5,0.23,0.52,0.38,0.22,0.24,0.64,0.59,0.26,0.33,0.44,0.78,0.38,0.69,0.38,0.56,0.34,0.57,0.59,0.36,0.59,0.58,0.59,0.62,0.52,0.55,0.12,0.12,0.35,0.4,0.33,0.46,0.1,0.54,0.5,0.05,0.67,0.45,0.02,0.23,0.63,0.52,0.21,0.09,0.1,0.12,0.12,0.15,0.16,0.16,0.4,0.37,0.39,0.0,0.06,0.13,0.0,0.0,0,-1,0,1,0,0,0,0
567,567,0,0.1,0.53,0.35,0.43,0.25,0.41,0.12,1.0,0.54,0.63,0.15,0.46,0.61,0.51,0.42,0.18,0.31,0.27,0.23,0.59,0.59,0.27,0.32,0.42,0.45,0.38,0.49,0.49,0.53,0.72,0.68,0.85,0.66,0.5,0.52,0.33,0.33,0.58,0.53,0.66,0.65,0.32,0.4,0.5,0.04,0.93,0.67,0.04,0.13,0.35,0.05,0.1,0.61,0.57,0.5,0.73,0.74,0.88,0.75,0.51,0.58,0.14,0.0,0.02,0.65,0.07,0.0,0,-1,0,0,0,0,0,0
568,568,0,0.4,0.56,0.48,0.52,0.32,0.31,0.41,1.0,0.23,0.58,0.36,0.39,0.41,0.24,0.23,0.52,0.5,0.27,0.54,0.45,0.19,0.45,0.31,0.37,0.6,0.39,0.63,0.64,0.66,0.58,0.54,0.6,0.56,0.4,0.38,0.46,0.43,0.59,0.63,0.54,0.48,0.43,0.56,0.0,0.57,0.55,0.47,0.57,0.5,0.6,0.55,0.43,0.09,0.09,0.1,0.2,0.22,0.26,0.22,0.45,0.46,0.35,0.06,0.39,0.16,0.1,0.64,0,-1,1,1,0,0,1,0
569,569,0,0.02,0.34,0.38,0.4,0.24,0.61,0.03,1.0,0.17,0.35,0.35,0.68,0.42,0.2,0.19,0.46,0.58,0.16,0.46,0.35,0.58,0.39,0.65,0.23,0.67,0.23,0.6,0.66,0.4,0.55,0.54,0.61,0.64,0.62,0.64,0.17,0.16,0.37,0.34,0.44,0.59,0.13,0.57,0.0,0.08,0.33,0.61,0.22,0.62,0.4,0.55,0.67,0.03,0.03,0.05,0.12,0.17,0.17,0.21,0.38,0.29,0.58,0.01,0.06,0.08,0.0,0.0,0,-1,0,1,0,0,0,0
570,570,0,0.07,0.71,0.48,0.49,0.31,0.1,0.08,1.0,0.81,0.88,0.2,0.07,0.17,0.72,0.56,0.08,0.14,0.6,0.17,0.76,0.42,0.35,0.16,0.67,0.29,0.41,0.39,0.35,0.72,0.84,0.83,0.91,0.79,0.55,0.55,0.4,0.44,0.79,0.76,0.71,0.86,0.27,0.28,0.5,0.04,0.85,0.86,0.03,0.24,0.83,0.02,0.13,0.7,0.74,0.79,0.98,0.93,1.0,0.92,0.63,0.85,0.19,0.0,0.04,0.3,0.05,0.0,0,-1,1,0,0,0,1,0
571,571,1,0.02,0.31,0.3,0.34,0.2,0.5,0.04,1.0,0.54,0.56,0.12,0.48,0.44,0.56,0.72,0.08,0.13,0.62,0.1,0.58,0.31,0.45,0.14,0.73,0.46,0.32,0.58,0.54,0.31,0.7,0.76,0.83,0.63,0.7,0.74,0.08,0.08,0.34,0.36,0.29,0.72,0.06,0.55,0.0,0.14,0.06,0.7,0.02,0.34,0.85,0.05,0.12,0.28,0.33,0.43,0.64,0.6,0.74,0.66,0.51,0.52,0.37,0.0,0.07,0.07,0.02,0.0,0,-1,0,0,0,0,0,0
572,572,1,0.11,0.41,0.29,0.41,0.27,0.63,0.12,1.0,0.38,0.47,0.21,0.66,0.62,0.41,0.37,0.29,0.45,0.33,0.36,0.42,0.43,0.43,0.33,0.45,0.4,0.46,0.41,0.42,0.42,0.7,0.71,0.75,0.63,0.39,0.47,0.14,0.14,0.38,0.48,0.2,0.67,0.05,0.5,0.5,0.06,0.87,0.6,0.07,0.4,0.33,0.1,0.21,0.32,0.31,0.3,0.36,0.41,0.46,0.42,0.53,0.53,0.63,0.05,0.08,0.22,0.15,0.0,0,-1,0,1,0,0,0,0
573,573,0,0.03,0.66,1.0,1.0,1.0,0.21,0.05,1.0,0.1,0.64,0.23,0.29,0.32,0.25,0.14,0.16,0.21,0.82,0.28,0.21,0.08,1.0,0.12,0.67,0.15,1.0,0.27,0.22,0.29,0.32,0.37,0.53,0.21,0.36,0.46,0.2,0.21,0.27,0.32,0.31,0.08,0.12,0.63,0.0,0.02,0.84,0.1,0.03,0.45,0.0,0.26,0.06,0.21,0.21,0.23,0.37,0.39,0.52,0.37,1.0,0.51,0.51,0.01,0.01,0.45,0.34,0.0,0,-1,1,1,0,0,1,0
574,574,1,0.02,0.33,0.29,0.41,0.26,0.56,0.03,0.95,0.36,0.5,0.1,0.58,0.69,0.36,0.34,0.29,0.45,0.25,0.22,0.52,0.56,0.32,0.46,0.39,0.35,0.35,0.34,0.35,0.35,0.74,0.76,0.84,0.64,0.63,0.7,0.1,0.1,0.36,0.46,0.21,0.63,0.04,0.46,0.5,0.02,0.85,0.56,0.05,0.52,0.5,0.03,0.22,0.23,0.22,0.22,0.47,0.42,0.46,0.43,0.37,0.44,0.39,0.0,0.03,0.15,0.05,0.0,0,-1,0,1,0,0,0,0
575,575,0,0.01,0.55,0.7,0.57,0.58,0.51,0.02,1.0,0.52,0.52,0.2,0.62,0.35,0.55,0.47,0.11,0.13,0.77,0.26,0.47,0.22,0.94,0.09,0.78,0.15,0.58,0.24,0.21,0.4,0.81,0.84,0.79,0.66,0.67,0.71,0.15,0.15,0.4,0.48,0.11,0.82,0.02,0.2,0.5,0.01,0.93,0.74,0.0,0.54,0.19,0.01,0.0,0.22,0.19,0.18,0.47,0.44,0.49,0.45,0.56,0.3,0.47,0.0,0.0,0.68,0.32,0.0,0,-1,1,0,0,0,1,0
576,576,0,0.01,0.41,0.28,0.43,0.27,0.6,0.02,0.93,0.43,0.46,0.35,0.65,0.89,0.45,0.45,0.17,0.28,0.38,0.07,0.34,0.18,0.39,0.3,0.5,0.5,0.49,0.41,0.46,0.28,0.74,0.75,0.76,0.76,0.49,0.63,0.05,0.06,0.28,0.36,0.13,0.69,0.02,0.42,0.5,0.01,0.85,0.63,0.06,0.15,0.5,0.03,0.07,0.19,0.18,0.17,0.34,0.38,0.42,0.41,0.34,0.21,0.1,0.0,0.03,0.12,0.06,0.0,0,-1,0,1,0,0,0,0
577,577,1,0.02,0.54,0.36,0.41,0.27,0.4,0.04,1.0,0.68,0.66,0.14,0.45,0.59,0.69,0.55,0.08,0.11,0.6,0.3,0.65,0.38,0.58,0.19,0.69,0.17,0.43,0.21,0.2,0.58,0.88,0.9,0.98,0.81,0.56,0.61,0.24,0.25,0.58,0.65,0.18,0.87,0.02,0.29,0.5,0.01,0.95,0.8,0.04,0.45,0.31,0.02,0.21,0.57,0.53,0.51,0.44,0.6,0.72,0.64,0.42,0.54,0.6,0.0,0.03,0.19,0.27,0.0,0,-1,0,0,0,0,0,0
578,578,1,0.05,0.32,0.37,0.52,0.33,0.42,0.07,1.0,0.25,0.64,0.32,0.45,0.48,0.3,0.28,0.23,0.32,0.34,0.23,0.6,0.5,0.61,0.49,0.36,0.57,0.41,0.57,0.59,0.41,0.65,0.66,0.78,0.68,0.67,0.69,0.18,0.15,0.33,0.4,0.26,0.54,0.08,0.54,0.5,0.06,0.76,0.51,0.08,0.32,0.31,0.41,0.28,0.09,0.08,0.08,0.22,0.24,0.25,0.24,0.29,0.21,0.25,0.05,0.04,0.27,0.1,0.0,0,-1,0,1,0,0,0,0
579,579,0,0.01,0.4,0.3,0.44,0.24,0.57,0.03,1.0,0.37,0.53,0.06,0.64,0.52,0.39,0.33,0.38,0.47,0.18,0.48,0.51,0.69,0.32,0.49,0.28,0.35,0.44,0.39,0.39,0.47,0.56,0.58,0.57,0.52,0.54,0.65,0.16,0.16,0.44,0.49,0.4,0.5,0.07,0.55,0.0,0.02,0.84,0.48,0.24,0.56,0.19,0.18,0.65,0.41,0.38,0.34,0.31,0.38,0.45,0.43,0.33,0.55,0.79,0.0,0.01,0.25,0.08,0.0,0,-1,0,1,0,0,0,0
580,580,1,0.0,0.59,0.44,0.42,0.22,0.46,0.0,0.0,0.41,0.53,0.13,0.51,0.65,0.39,0.27,0.2,0.35,0.18,0.32,0.42,0.12,0.39,0.3,0.33,0.26,0.26,0.32,0.3,0.6,0.8,0.81,0.88,0.73,0.4,0.52,0.32,0.34,0.63,0.59,0.73,0.87,0.04,0.31,0.5,0.04,0.35,0.89,0.11,0.58,0.79,0.09,0.2,0.3,0.27,0.25,0.71,0.65,0.67,0.81,0.61,0.84,1.0,0.0,0.1,0.03,0.17,0.0,0,-1,1,0,0,0,1,0
581,581,1,0.0,0.57,0.25,0.32,0.2,0.65,0.02,1.0,0.72,0.62,0.18,0.6,0.68,0.7,0.62,0.23,0.27,0.5,0.14,0.45,0.32,0.44,0.17,0.64,0.15,0.45,0.23,0.2,0.47,0.87,0.87,0.88,1.0,0.43,0.43,0.17,0.18,0.5,0.59,0.15,0.82,0.03,0.33,0.5,0.0,0.97,0.74,0.0,0.62,0.35,0.0,0.1,0.59,0.56,0.52,0.66,0.72,0.85,0.69,0.46,0.52,0.51,0.0,0.01,0.24,0.35,0.0,0,-1,0,0,0,0,0,0
582,582,0,0.01,0.38,0.4,0.41,0.26,0.59,0.0,0.0,0.14,0.32,0.37,0.7,0.55,0.17,0.17,0.44,0.55,0.21,0.63,0.33,0.56,0.45,0.62,0.31,0.54,0.28,0.49,0.53,0.45,0.62,0.62,0.64,0.7,0.6,0.55,0.22,0.2,0.37,0.4,0.32,0.63,0.11,0.61,0.0,0.04,0.58,0.61,0.34,0.8,0.25,0.42,0.56,0.01,0.02,0.04,0.05,0.08,0.08,0.07,0.31,0.0,0.28,0.0,0.03,0.13,0.03,0.0,0,-1,0,1,0,0,0,0
583,583,1,0.01,0.31,0.35,0.43,0.28,0.66,0.0,0.0,0.15,0.32,0.08,0.75,0.57,0.19,0.19,0.38,0.59,0.16,0.66,0.35,0.74,0.52,0.8,0.33,0.58,0.38,0.6,0.62,0.39,0.41,0.47,0.36,0.43,0.48,0.57,0.18,0.16,0.33,0.37,0.31,0.46,0.05,0.49,0.5,0.03,0.64,0.45,0.19,0.74,0.0,0.42,0.5,0.07,0.07,0.07,0.15,0.16,0.16,0.17,0.63,0.41,0.61,0.0,0.01,0.28,0.18,0.0,0,-1,0,1,0,0,0,0
584,584,1,0.1,0.53,0.36,0.36,0.24,0.45,0.11,1.0,0.7,0.68,0.2,0.48,0.51,0.69,0.66,0.13,0.19,0.67,0.14,0.56,0.26,0.58,0.11,0.76,0.21,0.35,0.25,0.24,0.51,0.87,0.88,0.93,0.75,0.36,0.43,0.2,0.22,0.55,0.59,0.24,0.88,0.04,0.25,0.5,0.07,0.82,0.84,0.11,0.69,0.56,0.01,0.06,0.38,0.37,0.38,0.57,0.59,0.71,0.54,0.47,0.43,0.53,0.0,0.07,0.24,0.39,0.26,0,-1,0,0,0,0,0,0
585,585,1,0.01,0.39,0.3,0.43,0.25,0.47,0.02,0.79,0.47,0.6,0.05,0.48,0.6,0.49,0.44,0.3,0.35,0.29,0.26,0.61,0.67,0.36,0.36,0.41,0.38,0.38,0.33,0.36,0.43,0.77,0.8,0.8,0.75,0.36,0.6,0.1,0.11,0.43,0.49,0.28,0.71,0.04,0.44,0.5,0.01,0.83,0.67,0.17,0.55,0.42,0.06,0.0,0.44,0.42,0.39,0.37,0.48,0.52,0.5,0.34,0.56,0.39,0.0,0.04,0.08,0.08,0.0,0,1,0,0,0,0,0,0
586,586,0,0.11,0.52,0.58,0.57,0.41,0.33,0.12,1.0,0.17,0.49,0.2,0.42,0.4,0.18,0.18,0.48,0.59,0.28,0.74,0.35,0.35,0.45,0.48,0.36,0.63,0.56,0.75,0.74,0.58,0.19,0.17,0.14,0.2,0.46,0.49,0.38,0.35,0.51,0.48,0.56,0.31,0.34,0.52,0.5,0.14,0.64,0.34,0.45,0.37,0.56,0.7,0.41,0.09,0.09,0.11,0.06,0.12,0.16,0.17,0.52,0.28,0.42,0.02,0.16,0.12,0.1,1.0,0,-1,0,1,0,0,0,0
587,587,1,0.0,0.9,0.68,0.59,0.42,0.4,0.0,0.0,0.02,0.29,0.45,0.55,0.26,0.01,0.0,1.0,1.0,0.1,1.0,0.07,0.21,0.49,0.52,0.22,0.24,0.49,0.46,0.39,1.0,0.5,0.48,0.56,0.5,0.08,0.0,1.0,1.0,0.98,0.91,1.0,0.56,1.0,0.65,0.0,0.02,0.54,0.59,0.68,0.29,0.63,1.0,1.0,0.01,0.01,0.02,0.0,0.03,0.05,0.0,0.65,0.7,0.37,0.0,0.02,0.14,0.0,0.0,0,-1,1,1,1,1,1,0
588,588,1,0.11,0.35,0.28,0.46,0.26,0.56,0.13,1.0,0.34,0.52,0.38,0.59,0.63,0.39,0.35,0.21,0.33,0.34,0.27,0.52,0.25,0.51,0.26,0.47,0.34,0.49,0.33,0.35,0.52,0.73,0.77,0.84,0.69,0.4,0.46,0.3,0.25,0.39,0.52,0.15,0.68,0.09,0.4,0.5,0.07,0.86,0.59,0.11,0.31,0.1,0.04,0.07,0.2,0.2,0.21,0.44,0.4,0.44,0.4,0.48,0.48,0.63,0.0,0.02,0.86,0.85,0.0,0,-1,0,1,0,0,0,0
589,589,1,0.03,0.4,0.89,0.94,0.95,0.21,0.0,0.0,0.13,0.74,0.75,0.27,0.28,0.24,0.22,0.12,0.15,0.66,0.27,0.44,0.09,1.0,0.21,0.57,0.34,0.89,0.41,0.38,0.38,0.63,0.68,0.72,0.63,0.66,0.6,0.15,0.11,0.29,0.41,0.26,0.36,0.14,0.62,0.0,0.03,0.77,0.32,0.05,0.43,0.48,0.26,0.28,0.13,0.12,0.12,0.19,0.21,0.24,0.19,0.84,0.3,0.15,0.01,0.03,0.2,0.02,0.0,0,-1,1,1,0,0,1,0
590,590,0,0.01,0.39,0.5,0.48,0.39,0.61,0.0,0.0,0.05,0.22,0.15,0.71,0.5,0.09,0.1,0.4,0.54,0.13,0.73,0.15,0.3,0.62,0.5,0.26,0.64,0.44,0.64,0.67,0.41,0.33,0.33,0.21,0.36,0.41,0.4,0.24,0.21,0.34,0.3,0.45,0.54,0.15,0.6,0.0,0.05,0.27,0.57,0.38,0.94,0.31,0.97,1.0,0.0,0.01,0.02,0.0,0.06,0.06,0.09,0.78,0.42,0.35,0.04,0.03,0.09,0.0,0.0,0,-1,0,1,0,0,0,0
591,591,0,0.07,0.32,0.39,0.49,0.31,0.41,0.08,1.0,0.14,0.43,0.08,0.48,0.53,0.16,0.2,0.35,0.57,0.21,0.7,0.42,0.18,0.37,0.45,0.33,0.84,0.78,0.83,0.88,0.56,0.0,0.0,0.0,0.04,0.53,0.52,0.46,0.32,0.34,0.38,0.36,0.27,0.23,0.53,0.5,0.16,0.47,0.28,1.0,0.7,0.02,0.43,0.41,0.04,0.04,0.04,0.16,0.21,0.24,0.21,0.49,0.25,0.51,0.11,0.02,0.54,0.71,0.33,1,-1,1,1,0,0,1,0
592,592,1,0.04,0.66,0.53,0.33,0.22,0.14,0.05,1.0,0.94,0.84,0.73,0.17,0.31,0.85,0.79,0.01,0.01,0.88,0.07,0.68,0.26,0.45,0.04,0.81,0.11,0.24,0.21,0.17,0.63,0.95,0.97,0.94,0.87,0.24,0.23,0.14,0.18,0.72,0.73,0.41,0.93,0.01,0.04,1.0,0.02,0.87,0.91,0.07,0.29,0.81,0.01,0.06,0.37,0.36,0.37,0.54,0.5,0.67,0.54,0.3,0.4,0.1,0.0,0.04,0.18,0.02,0.0,0,-1,1,0,0,0,1,0
593,593,1,0.0,0.49,0.32,0.42,0.25,0.47,0.02,1.0,0.59,0.69,0.08,0.5,0.68,0.57,0.47,0.28,0.36,0.31,0.19,0.7,0.51,0.32,0.35,0.45,0.26,0.4,0.33,0.31,0.51,0.8,0.81,0.9,0.78,0.42,0.55,0.2,0.21,0.55,0.61,0.28,0.79,0.05,0.34,0.5,0.01,0.87,0.74,0.0,0.36,0.38,0.03,0.19,0.43,0.4,0.36,0.57,0.55,0.63,0.56,0.36,0.65,0.88,0.0,0.01,0.31,0.12,0.0,0,-1,0,0,0,0,0,0
594,594,1,0.02,0.51,0.33,0.35,0.24,0.6,0.04,1.0,0.62,0.65,0.3,0.62,0.7,0.58,0.56,0.2,0.29,0.42,0.18,0.61,0.38,0.48,0.31,0.52,0.2,0.36,0.23,0.22,0.5,0.87,0.86,0.91,0.91,0.44,0.66,0.19,0.21,0.55,0.57,0.24,0.93,0.02,0.21,0.5,0.01,0.9,0.89,0.15,0.6,0.44,0.01,0.0,0.51,0.49,0.48,0.51,0.53,0.57,0.61,0.42,0.51,0.4,0.0,0.06,0.09,0.05,0.0,0,-1,0,0,0,0,0,0
595,595,0,0.03,0.39,0.4,0.44,0.29,0.52,0.05,1.0,0.2,0.34,0.17,0.64,0.75,0.21,0.2,0.32,0.53,0.11,0.6,0.28,0.65,0.39,0.69,0.26,0.5,0.39,0.59,0.58,0.42,0.55,0.53,0.52,0.46,0.4,0.4,0.2,0.19,0.4,0.4,0.39,0.62,0.06,0.46,0.5,0.04,0.79,0.61,0.3,0.59,0.15,0.31,0.17,0.06,0.05,0.06,0.12,0.15,0.14,0.19,0.47,0.22,0.4,0.01,0.04,0.2,0.01,0.0,0,-1,0,1,0,0,0,0
596,596,0,0.06,0.36,0.27,0.42,0.26,0.49,0.08,1.0,0.53,0.61,0.17,0.5,0.43,0.63,0.66,0.27,0.33,0.61,0.29,0.56,0.17,0.66,0.15,0.68,0.39,0.58,0.46,0.45,0.44,0.59,0.56,0.75,0.48,0.45,0.55,0.33,0.27,0.34,0.4,0.32,0.42,0.28,0.68,0.0,0.07,0.76,0.4,0.07,0.45,0.23,0.14,0.25,0.8,0.81,0.86,0.43,0.51,0.73,0.49,0.47,0.43,0.53,0.32,0.03,0.42,1.0,0.1,0,-1,1,0,0,0,1,0
597,597,1,0.07,0.43,0.33,0.51,0.29,0.43,0.08,1.0,0.42,0.56,0.17,0.46,0.43,0.43,0.35,0.29,0.37,0.33,0.45,0.54,0.63,0.41,0.37,0.46,0.44,0.47,0.46,0.47,0.47,0.58,0.59,0.56,0.55,0.6,0.62,0.21,0.19,0.43,0.49,0.37,0.52,0.08,0.6,0.0,0.09,0.67,0.5,0.28,0.43,0.0,0.22,0.22,0.36,0.34,0.32,0.4,0.46,0.52,0.49,0.55,0.66,0.54,0.03,0.09,0.13,0.14,0.45,0,-1,0,1,0,0,0,0
598,598,0,0.05,0.35,0.38,0.51,0.33,0.41,0.07,1.0,0.23,0.59,0.22,0.46,0.33,0.24,0.28,0.29,0.49,0.2,0.29,0.6,1.0,0.14,0.89,0.23,0.81,0.39,0.74,0.8,0.43,0.41,0.42,0.41,0.45,0.6,0.7,0.23,0.19,0.37,0.42,0.35,0.47,0.12,0.59,0.0,0.09,0.66,0.46,0.09,0.29,0.33,0.71,0.08,0.08,0.07,0.08,0.23,0.26,0.26,0.24,0.38,0.18,0.26,0.03,0.05,0.21,0.06,0.0,0,-1,0,1,0,0,0,0
599,599,0,0.0,0.51,0.98,0.85,0.92,0.43,0.0,0.0,0.09,0.4,0.65,0.51,0.31,0.18,0.14,0.54,0.57,0.36,0.48,0.28,0.34,0.65,0.48,0.42,0.31,0.8,0.35,0.35,0.47,0.34,0.31,0.22,0.34,0.51,0.51,0.28,0.22,0.35,0.4,0.33,0.46,0.17,0.52,0.5,0.02,0.63,0.45,0.0,0.32,0.69,0.62,0.35,0.07,0.08,0.1,0.05,0.08,0.08,0.07,0.69,0.08,0.31,0.0,0.07,0.05,0.0,0.0,0,-1,1,1,0,0,1,0
600,600,0,1.0,0.41,0.37,0.5,0.31,0.41,1.0,1.0,0.3,0.45,0.16,0.43,0.35,0.3,0.38,0.48,0.55,0.36,0.6,0.38,0.24,0.55,0.33,0.49,0.46,0.68,0.57,0.55,0.59,0.29,0.29,0.4,0.28,0.22,0.19,0.5,0.39,0.42,0.53,0.43,0.09,0.57,0.84,0.0,1.0,0.78,0.09,0.37,0.5,0.15,0.44,0.72,0.48,0.49,0.5,0.33,0.4,0.53,0.38,0.45,0.49,0.56,1.0,0.9,1.0,1.0,0.71,1,-1,1,1,0,0,1,0
601,601,0,0.04,0.46,0.36,0.53,0.32,0.33,0.06,1.0,0.4,0.57,0.29,0.39,0.31,0.4,0.35,0.32,0.38,0.31,0.38,0.59,0.4,0.4,0.36,0.43,0.63,0.53,0.75,0.73,0.56,0.49,0.48,0.55,0.45,0.4,0.39,0.53,0.44,0.5,0.45,0.58,0.29,0.55,0.76,0.0,0.04,0.81,0.34,0.17,0.21,0.38,0.17,0.4,0.57,0.63,0.68,0.57,0.57,0.63,0.57,0.62,0.67,0.15,0.0,0.04,0.22,0.19,0.0,0,-1,0,0,0,0,0,0
602,602,1,0.0,0.23,0.35,0.45,0.29,0.63,0.0,0.0,0.21,0.32,0.18,0.71,0.81,0.27,0.29,0.27,0.36,0.33,0.43,0.34,0.83,0.44,0.44,0.48,0.61,0.39,0.61,0.64,0.35,0.48,0.56,0.5,0.53,0.48,0.53,0.13,0.1,0.25,0.34,0.21,0.47,0.04,0.51,0.5,0.01,0.8,0.43,0.05,0.41,0.0,0.28,0.16,0.08,0.07,0.08,0.2,0.23,0.24,0.2,0.51,0.2,0.46,0.0,0.01,0.32,0.05,0.0,0,-1,0,1,0,0,0,0
603,603,1,0.07,0.26,0.25,0.39,0.21,0.5,0.09,0.99,0.72,0.58,0.22,0.41,0.48,0.81,0.94,0.06,0.06,1.0,0.08,0.64,0.59,0.82,0.05,1.0,0.47,0.6,0.63,0.58,0.29,0.7,0.73,0.92,0.59,0.52,0.53,0.1,0.09,0.25,0.35,0.19,0.52,0.11,0.53,0.5,0.05,0.87,0.47,0.16,0.21,0.33,0.04,0.11,1.0,1.0,1.0,0.79,0.85,1.0,0.81,0.47,0.47,0.11,0.01,0.07,0.2,0.15,0.0,0,-1,1,0,0,0,1,0
604,604,0,0.04,0.45,0.41,0.54,0.35,0.41,0.05,1.0,0.22,0.53,0.19,0.55,0.41,0.21,0.2,0.32,0.5,0.18,0.35,0.47,0.4,0.27,0.51,0.29,0.88,0.44,0.81,0.88,0.51,0.36,0.33,0.42,0.29,0.63,0.64,0.35,0.3,0.45,0.43,0.48,0.45,0.27,0.6,0.0,0.09,0.48,0.46,0.25,0.35,0.73,0.49,0.17,0.11,0.1,0.09,0.27,0.32,0.33,0.33,0.53,0.5,0.43,0.03,0.05,0.16,0.04,1.0,0,-1,0,1,0,0,0,0
605,605,1,0.01,0.47,0.39,0.55,0.33,0.27,0.03,1.0,0.36,0.76,0.13,0.36,0.34,0.35,0.28,0.18,0.29,0.25,0.12,0.77,0.39,0.22,0.45,0.31,0.46,0.31,0.5,0.5,0.52,0.7,0.72,0.84,0.62,0.65,0.7,0.21,0.21,0.52,0.59,0.38,0.66,0.08,0.43,0.5,0.01,0.9,0.62,0.08,0.22,0.6,0.1,0.19,0.14,0.11,0.09,0.31,0.29,0.28,0.25,0.19,0.1,0.26,0.0,0.02,0.16,0.17,0.0,0,-1,0,1,0,0,0,0
606,606,0,0.0,0.33,0.37,0.33,0.22,0.75,0.0,0.0,0.16,0.13,0.08,0.87,0.72,0.22,0.27,0.42,0.51,0.27,0.34,0.18,0.15,0.52,0.32,0.49,0.48,0.3,0.42,0.47,0.41,0.54,0.48,0.46,0.59,0.33,0.29,0.2,0.18,0.34,0.33,0.36,0.64,0.08,0.42,0.5,0.04,0.46,0.65,0.17,0.85,0.13,0.48,0.33,0.04,0.05,0.07,0.07,0.11,0.13,0.11,0.76,0.18,0.22,0.01,0.02,0.13,0.07,0.0,0,-1,0,1,0,0,0,0
