,Unnamed: 0,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,Scalable2,FairDEN2,FairSC_normalized2,FairSC2,Fairlet_MCF Fairlet2,Scalable3,FairDEN3,FairSC_normalized3,FairSC3,Fairlet_MCF Fairlet3,Scalable4,FairDEN4,FairSC_normalized4,FairSC4,Fairlet_MCF Fairlet4,Scalable5,FairDEN5,FairSC_normalized5,FairSC5,Fairlet_MCF Fairlet5,Scalable6,FairDEN6,FairSC_normalized6,FairSC6,Fairlet_MCF Fairlet6,Scalable7,FairDEN7,FairSC_normalized7,FairSC7,Fairlet_MCF Fairlet7,Scalable8,FairDEN8,FairSC_normalized8,FairSC8,Fairlet_MCF Fairlet8,Scalable9,FairDEN9,FairSC_normalized9,FairSC9,Fairlet_MCF Fairlet9,Scalable10,FairDEN10,FairSC_normalized10,FairSC10,Fairlet_MCF Fairlet10,FairDen2,FairDen3,FairDen4,FairDen5,FairDen6,FairDen7,FairDen8,FairDen9,FairDen10
346,47697,0,23,223019,10,0,35,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,2,1,1,2,1,1,2,0,1,5,2,0,2,0,2,2,2,4,1,3,7,3,6,0,3,7,6,3,2,8,1,7,0,0,0,0,2,6,1,2,0
347,38486,1,20,117210,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,1,0,0,2,1,1,1,2,2,4,2,0,4,2,3,0,2,1,5,1,1,4,1,0,3,3,6,8,8,8,6,7,7,3,4,5,0,0,0,0,5,6,1,8,4
348,19570,1,18,123714,7,0,40,0,-1,0,0,0,1,0,1,0,0,2,1,0,1,2,1,1,2,1,2,2,2,3,5,2,3,4,3,6,5,1,6,1,0,0,3,5,6,2,8,8,0,7,9,3,4,1,0,1,3,1,0,3,7,3,1
349,35655,0,29,27436,9,0,35,0,-1,1,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0,1,1,3,2,3,5,4,4,0,4,6,4,3,1,5,5,7,7,3,0,5,3,7,6,7,1,8,1,5,0,1,3,1,0,1,0,1,8
350,31636,0,29,499935,11,0,40,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,2,1,4,4,2,3,2,0,2,4,1,3,6,2,6,2,2,0,7,3,0,0,5,7,3,1,1,4,3,4,3,0,1,1,3,4,1,0,2,6,5
351,48059,1,22,191954,11,0,45,0,-1,0,0,0,1,0,0,1,0,2,1,1,1,2,1,1,1,1,2,2,2,0,5,2,3,5,2,6,5,1,1,4,5,0,3,6,6,5,8,4,1,3,1,3,8,0,0,0,0,1,0,1,0,1,8
352,14894,0,31,143392,10,0,35,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,1,0,2,1,3,2,3,1,4,4,0,2,0,4,3,1,5,1,7,7,3,6,0,3,1,6,6,2,8,1,5,0,0,0,0,2,6,1,2,0
353,3308,1,39,352248,12,0,40,0,-1,0,0,0,0,0,1,0,1,0,1,2,1,3,2,1,4,1,0,2,2,2,5,1,0,0,6,6,6,2,2,0,0,3,0,3,5,2,0,1,6,4,9,4,3,5,0,1,3,1,0,3,7,3,1
354,31051,1,43,306440,15,0,66,0,-1,0,1,1,0,0,0,0,1,0,1,2,3,3,3,1,3,3,0,0,2,2,0,1,5,0,0,5,3,2,1,6,2,3,0,3,3,1,1,1,6,0,5,1,3,4,1,1,1,2,4,0,6,4,2
355,22681,1,36,210945,10,0,70,0,-1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,3,4,1,3,2,3,2,3,1,3,0,2,0,2,1,3,7,2,0,3,1,7,1,6,6,0,3,1,7,0,1,1,3,4,1,0,2,6,5
356,43269,1,36,379522,9,15024,40,1,-1,0,1,1,1,0,1,2,2,1,1,2,2,0,0,1,4,0,4,3,0,0,3,4,1,4,6,3,4,2,6,0,6,7,0,5,5,6,3,1,0,4,8,4,3,1,1,2,2,3,3,4,5,7,3
357,46053,1,45,272182,10,5013,40,0,-1,0,1,1,1,0,2,0,2,1,1,3,1,0,2,1,4,4,4,3,2,1,2,4,1,3,6,5,4,2,1,2,7,7,0,3,5,7,3,1,6,4,3,4,3,0,1,1,3,4,1,0,2,6,5
358,28319,0,54,185042,2,0,40,0,-1,1,1,0,1,1,2,0,2,1,1,3,1,1,0,1,2,3,1,3,2,5,0,0,4,3,1,5,4,3,1,7,2,7,4,3,8,7,7,1,6,8,3,9,0,9,1,1,3,2,4,0,6,6,2
359,6810,1,32,319280,12,0,80,0,-1,0,1,1,0,0,1,2,1,1,1,2,2,3,0,1,4,0,0,3,2,2,0,3,1,0,0,4,0,2,1,0,4,2,0,3,1,6,1,6,6,0,4,1,7,7,1,2,2,2,4,5,4,7,6
360,23730,0,28,33374,7,0,35,0,-1,1,1,0,1,0,1,0,2,1,1,0,1,1,0,1,2,4,1,3,2,3,2,0,4,0,4,2,4,3,1,5,7,7,7,3,0,7,7,7,2,7,3,8,1,4,1,1,3,4,1,0,2,6,5
361,5553,1,27,292472,10,0,40,1,-1,0,0,0,1,0,1,1,0,2,1,2,0,2,2,1,4,2,2,2,2,0,1,2,0,3,6,0,6,2,2,0,1,3,0,3,5,0,0,1,6,3,2,4,3,7,0,0,0,0,2,6,1,2,0
362,2875,1,29,227890,9,0,40,0,-1,0,0,0,1,0,1,1,0,2,1,1,0,2,1,1,1,2,2,2,2,0,4,2,0,3,3,1,5,2,1,4,3,0,0,3,6,4,8,4,6,3,0,3,8,0,0,0,0,0,5,2,3,5,9
363,45193,0,32,278940,9,0,40,0,-1,0,0,0,1,0,1,1,2,1,1,2,0,0,2,1,4,2,4,3,2,0,4,4,1,3,6,0,6,2,1,4,1,3,0,3,5,8,3,1,6,3,7,4,3,0,0,0,0,0,5,6,1,8,4
364,8904,1,45,201699,11,0,40,1,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,1,1,3,2,1,1,4,4,3,5,0,4,0,1,2,5,4,2,3,7,0,3,5,6,9,2,3,8,0,0,0,0,1,2,1,1,1,8
365,24452,1,28,113870,9,0,40,0,-1,1,0,0,1,0,1,1,0,2,1,0,0,2,1,1,1,2,2,4,2,3,4,3,3,3,4,1,5,1,2,5,3,0,3,3,0,4,8,8,6,7,0,3,4,5,0,0,0,0,5,2,3,5,9
366,15679,1,44,306440,9,0,40,0,-1,0,0,0,1,0,1,1,2,1,1,2,0,0,2,1,4,1,2,3,2,1,5,4,0,0,6,0,6,2,1,2,5,3,0,3,5,5,0,1,6,4,1,4,3,4,0,0,0,1,0,1,0,1,8
367,34500,0,33,43608,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,1,0,2,1,3,2,3,1,4,4,3,4,0,4,3,2,5,1,7,7,3,0,0,7,7,6,6,2,8,1,5,0,0,0,0,2,6,1,2,0
368,34086,0,60,338833,9,0,38,0,-1,0,1,0,1,0,2,0,2,1,1,3,1,0,0,3,4,4,4,3,2,1,2,4,1,5,5,2,6,2,0,2,7,7,4,6,7,7,3,1,2,4,3,4,3,4,1,1,3,4,1,0,2,6,5
369,15273,0,25,201635,13,0,50,0,-1,0,0,0,1,0,0,0,2,1,1,1,1,0,0,1,1,1,4,3,2,2,5,4,1,0,0,6,6,6,1,4,0,5,6,6,4,2,5,3,2,1,9,6,9,4,0,1,3,1,0,3,7,3,1
370,4057,1,40,510072,13,0,55,1,-1,0,1,0,0,0,1,2,1,0,1,2,3,3,2,1,4,3,0,3,2,2,0,1,0,0,6,4,6,2,1,0,4,3,0,3,5,6,0,1,6,4,4,4,3,4,1,2,1,2,4,5,4,7,6
371,31576,1,30,341051,14,15024,60,1,-1,0,1,1,0,0,0,2,2,1,1,2,2,0,0,1,4,0,4,3,2,2,3,4,1,0,0,3,4,2,1,0,6,7,0,3,5,3,3,1,6,0,8,4,3,7,1,2,2,3,3,4,5,0,3
372,25295,0,30,176871,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,0,1,1,2,4,3,2,0,4,4,4,0,2,1,4,3,1,4,1,7,7,3,6,8,3,7,6,3,7,8,1,1,0,0,0,0,5,6,1,8,4
373,16290,0,29,131310,12,0,40,0,-1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,1,0,2,4,3,2,2,1,4,1,0,2,0,6,6,1,5,1,5,6,3,4,0,5,3,6,1,2,6,9,4,0,0,0,0,2,6,1,2,0
374,8570,1,20,164574,9,0,30,0,-1,0,0,0,1,0,1,1,0,2,1,1,0,2,1,1,1,1,2,2,2,0,1,2,0,0,2,0,5,1,1,4,1,0,3,3,6,0,0,8,6,5,2,5,4,7,0,0,0,1,2,6,1,2,0
375,46299,0,42,236503,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,0,1,4,2,4,3,2,1,4,4,4,4,6,1,6,3,1,2,1,7,0,3,7,8,3,1,6,3,7,4,3,0,0,0,0,0,5,6,1,8,4
376,19815,1,23,283499,9,0,40,0,-1,0,0,0,1,0,1,1,0,2,1,2,0,2,1,1,4,2,2,2,2,0,4,2,0,3,2,1,6,2,2,4,1,3,0,3,6,8,0,1,6,3,7,4,3,9,0,0,0,0,5,6,1,8,4
377,9401,1,39,33975,9,0,50,0,-1,1,0,0,1,0,2,0,2,1,1,0,1,1,0,1,0,1,1,4,2,3,5,3,3,0,4,6,0,2,1,3,5,2,0,3,0,5,8,6,6,6,1,3,7,4,0,1,3,1,0,1,0,1,8
378,38604,0,19,292136,10,0,30,0,-1,0,0,0,1,0,1,1,2,1,1,2,0,0,2,1,1,1,3,1,2,0,5,5,2,0,2,6,2,4,1,4,5,6,5,3,6,5,3,2,6,3,1,4,3,4,0,0,0,1,0,1,0,1,8
379,23837,1,39,269455,9,0,45,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,2,1,4,1,4,2,2,3,1,4,0,3,6,0,6,2,1,2,1,3,0,3,5,0,3,1,6,8,2,4,3,0,0,0,0,1,2,6,1,2,0
380,465,0,37,126708,9,0,60,0,-1,1,0,0,1,0,1,1,2,1,1,0,1,0,0,1,3,1,4,3,2,3,5,4,4,0,4,6,4,3,1,3,5,7,0,3,1,5,3,1,6,0,1,8,3,9,0,0,3,1,0,1,0,1,8
381,43028,1,40,205680,14,0,50,0,-1,1,0,1,0,0,0,0,1,0,1,1,1,3,3,1,3,1,0,0,2,2,5,1,5,0,0,6,3,5,1,6,5,1,1,3,3,5,6,0,2,1,1,2,2,4,0,1,3,1,0,1,0,1,8
382,45285,1,21,321369,6,0,40,0,-1,0,1,0,1,0,1,0,0,2,2,2,1,2,2,2,2,4,2,2,3,0,2,2,0,2,3,2,6,2,5,1,7,3,0,4,6,7,0,1,5,8,3,4,3,6,1,1,3,4,1,0,2,6,5
383,9693,1,36,153976,9,0,50,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,1,0,1,0,2,1,4,2,3,1,3,1,0,4,0,0,2,1,3,1,2,0,3,1,0,1,6,6,6,2,3,7,4,0,0,0,0,2,6,1,2,0
384,42496,1,33,513977,10,0,40,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,2,2,1,4,4,2,2,2,0,2,2,0,3,6,2,6,2,1,0,7,3,0,0,5,7,0,1,1,4,3,4,3,0,1,1,3,4,1,0,2,6,5
385,47631,0,20,336101,10,0,30,0,-1,0,0,0,1,0,1,0,2,1,1,2,1,0,2,1,4,1,3,1,2,0,5,5,2,3,6,6,2,4,1,0,5,3,5,3,5,2,3,2,6,3,9,4,3,0,0,1,3,1,0,3,0,3,1
386,10151,0,17,297246,7,0,9,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,2,1,2,3,3,1,2,0,2,5,2,0,3,5,2,4,1,1,7,6,5,3,2,7,4,2,6,5,3,7,6,5,1,1,3,2,1,0,2,6,5
387,45819,1,30,94145,9,0,40,0,-1,1,0,0,1,0,1,1,0,2,1,0,0,1,1,1,0,2,1,4,2,3,4,3,3,0,4,1,5,1,1,5,3,0,3,3,0,4,8,8,6,7,0,3,4,0,0,0,0,0,5,2,3,5,9
388,24388,0,46,551962,9,0,50,0,-1,0,1,0,1,0,1,2,2,1,1,2,3,0,2,1,4,3,2,3,2,1,0,4,1,3,6,4,6,2,0,0,4,3,0,0,5,6,3,1,1,4,4,4,3,0,1,2,1,2,4,5,4,7,6
389,19453,1,45,160724,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,2,1,3,2,1,4,0,4,0,5,1,4,0,1,2,3,4,2,3,7,4,2,5,6,9,0,3,8,0,0,0,0,0,5,2,3,5,9
390,9731,1,29,86613,2,0,20,0,-1,1,1,0,1,0,1,2,0,2,1,0,2,2,2,1,2,0,2,2,2,5,0,2,0,0,1,4,5,1,1,1,4,3,3,3,8,6,0,8,6,5,4,5,4,4,1,2,2,3,4,5,4,7,6
391,40368,1,56,140729,9,0,45,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,2,1,3,2,1,1,0,4,3,5,0,1,0,1,3,1,4,2,3,7,0,2,5,6,9,2,0,5,9,0,0,0,0,2,6,1,2,0
392,39078,0,18,308739,9,0,20,0,-1,0,0,0,1,0,1,0,2,1,1,2,1,0,2,1,4,4,3,1,2,0,2,5,2,3,6,2,2,4,1,4,0,6,5,0,2,2,4,2,1,5,9,7,6,0,0,1,3,4,1,3,7,3,1
393,25210,0,36,185394,6,0,34,0,-1,1,0,0,1,0,1,0,2,1,1,1,1,1,0,1,2,1,1,3,2,5,2,0,4,3,1,6,4,3,2,1,0,7,7,3,6,2,7,1,6,8,9,8,1,5,0,1,3,1,1,3,7,3,1
394,3272,1,33,231043,9,0,50,1,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,0,1,4,1,1,3,2,3,1,3,1,3,3,0,0,2,1,4,1,2,0,3,1,0,1,6,6,0,2,4,7,9,0,0,0,1,2,6,1,2,0
395,47459,1,37,171524,3,0,40,0,-1,1,1,0,1,0,1,0,0,1,1,1,1,1,2,1,2,4,1,2,2,5,2,0,0,0,1,2,1,0,1,1,7,4,0,3,8,7,2,1,6,8,3,0,5,0,1,1,3,4,1,0,2,6,5
396,43305,1,55,314164,15,0,40,1,-1,0,1,1,0,0,2,0,1,0,1,3,1,3,3,1,3,3,0,0,2,4,2,1,5,3,0,5,3,5,1,6,7,1,1,3,3,7,6,0,6,2,3,2,2,0,1,1,3,2,1,0,2,6,5
397,34330,0,33,156383,13,0,40,0,-1,1,0,0,1,0,0,1,2,1,1,1,0,0,0,1,0,2,4,3,2,2,1,4,1,0,0,0,6,6,1,6,1,5,6,3,4,0,5,3,6,1,2,6,9,4,0,0,0,0,2,6,1,2,0
398,39043,1,33,214288,9,0,48,1,-1,0,0,0,1,0,1,1,2,1,1,1,0,1,0,1,1,2,1,3,2,3,1,3,1,3,3,0,0,2,1,4,1,2,0,3,1,0,1,6,6,3,2,3,7,9,0,0,0,0,2,6,1,2,0
399,33244,1,53,99516,13,0,40,0,-1,1,0,1,0,0,2,1,1,0,1,3,0,3,3,1,3,2,0,0,2,4,1,1,5,0,0,0,3,5,1,6,1,1,1,3,3,0,6,0,6,2,2,2,2,5,0,0,0,0,2,6,1,2,0
400,20506,0,23,189924,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,2,1,1,2,1,1,2,0,4,4,4,0,2,1,6,2,1,4,1,3,7,3,6,8,3,7,6,3,7,8,1,5,0,0,0,0,5,6,1,8,4
401,32673,1,32,224462,9,0,84,1,-1,0,1,1,0,0,1,0,1,1,1,1,3,1,0,1,3,3,1,3,2,3,0,3,1,0,0,5,0,2,1,3,2,2,0,3,1,1,1,6,6,0,5,1,7,0,1,1,1,2,4,5,6,4,2
402,25002,1,35,78247,11,0,50,0,-1,1,0,0,1,0,0,0,2,1,1,0,1,1,0,1,0,1,1,4,2,3,5,3,3,0,4,6,0,2,1,5,5,2,0,3,4,2,8,6,6,6,9,3,7,4,0,1,3,1,0,3,0,3,1
403,36986,1,20,217467,9,0,40,0,-1,0,0,0,1,0,1,1,0,2,1,1,0,2,1,1,1,2,2,2,2,0,4,2,0,0,2,1,5,1,1,4,3,0,3,3,6,8,8,4,6,3,7,3,8,4,0,0,0,0,5,2,3,8,4
404,3396,1,47,55377,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,0,2,1,3,2,3,1,3,4,0,4,0,4,0,1,3,1,4,2,3,0,0,2,5,6,6,2,3,5,4,0,0,0,0,2,6,1,2,0
405,12496,1,60,191446,9,99999,40,1,-1,1,1,1,0,0,2,2,2,1,1,3,-1,0,0,1,3,-1,4,3,2,1,-1,4,1,3,5,-1,4,2,1,2,-1,7,0,3,7,-1,3,1,6,9,-1,4,3,0,1,2,-1,-1,-1,-1,-1,-1,-1
406,5733,0,42,196001,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,1,4,2,4,3,2,1,4,4,4,3,5,1,4,3,1,2,3,7,4,3,7,4,7,1,6,8,0,9,0,5,0,0,0,0,5,2,3,5,9
407,41286,0,40,197609,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,1,4,2,4,3,2,3,4,4,4,0,4,1,4,3,1,2,1,7,4,3,1,8,3,1,6,6,7,4,3,0,0,0,0,0,5,6,1,8,4
408,21345,1,53,155983,14,0,65,1,-1,1,1,1,0,0,2,0,1,0,1,3,3,3,3,1,3,3,0,0,2,4,0,1,5,0,0,5,3,5,1,3,2,1,1,3,3,7,1,6,6,2,5,1,7,4,1,1,1,2,4,0,6,6,2
409,24479,1,17,202521,6,0,15,0,-1,0,0,0,1,0,1,0,0,2,1,1,1,2,1,1,2,1,2,2,2,0,5,2,0,0,3,6,5,1,1,1,0,0,3,3,2,2,0,8,6,5,9,5,4,5,0,1,3,1,0,3,7,3,1
410,8279,0,24,41356,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,1,0,1,1,3,2,3,5,4,4,0,4,0,4,3,1,5,5,7,7,3,0,5,3,7,6,7,1,8,1,4,0,0,0,1,0,1,0,1,8
411,29153,0,43,143046,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,0,0,1,0,2,4,3,2,3,4,4,4,0,4,1,4,3,1,2,1,7,4,3,7,8,7,1,6,6,7,9,0,0,0,0,0,0,5,6,1,8,4
412,12287,0,38,103925,9,2036,20,0,-1,1,1,0,1,0,1,0,2,1,1,0,1,0,2,1,0,4,1,3,2,3,2,0,4,0,4,2,4,2,1,5,0,7,4,3,2,7,4,1,6,5,3,7,0,4,1,1,3,4,1,3,2,6,5
413,35633,1,20,174436,9,0,60,0,-1,0,1,0,1,0,1,0,2,1,1,1,1,1,0,1,1,4,1,3,2,3,2,3,1,0,2,2,0,2,1,4,0,2,0,3,1,2,1,6,6,0,9,1,7,9,1,1,3,4,1,3,7,3,1
414,14314,1,23,175266,10,0,40,0,-1,0,0,0,1,0,1,1,0,2,1,1,0,2,1,1,1,2,2,4,2,0,4,2,3,0,2,1,5,1,1,4,1,0,3,3,6,8,8,4,6,3,7,3,8,5,0,0,0,0,5,6,1,8,4
415,6985,1,18,125441,7,1055,20,0,-1,0,0,0,1,0,1,0,0,2,1,0,1,2,1,1,2,1,2,2,2,0,5,2,0,3,3,6,5,1,1,1,5,0,3,3,2,2,0,8,6,5,9,5,4,0,0,1,3,1,0,3,0,3,1
416,45258,0,31,328734,14,0,30,0,-1,0,1,0,1,1,0,0,2,1,1,2,1,0,0,1,4,4,4,3,2,2,2,4,1,0,6,5,6,6,2,0,7,5,6,3,5,7,5,3,6,1,3,6,9,7,1,1,3,4,1,0,2,6,5
417,45114,0,57,207604,4,0,40,0,-1,1,1,0,1,0,2,0,2,1,2,3,1,1,0,2,2,4,1,3,2,5,2,0,4,3,1,2,4,3,1,7,0,7,4,3,8,2,7,1,7,8,9,9,0,8,1,1,3,4,1,3,7,3,1
418,43624,0,74,159138,9,0,12,0,-1,1,1,0,1,0,2,0,2,1,2,3,1,0,0,3,3,4,1,3,4,1,2,4,4,5,5,2,4,3,5,7,7,7,4,7,7,7,7,1,8,9,3,9,0,6,1,1,3,4,1,0,2,6,5
419,23826,1,29,137063,9,0,38,0,-1,1,0,0,1,0,1,1,0,2,1,0,0,2,1,1,1,2,2,4,2,3,4,2,3,0,3,1,5,1,1,5,1,0,3,3,6,8,8,8,6,7,7,3,4,5,0,0,0,0,5,6,1,8,4
420,46394,1,44,259674,14,5178,60,1,-1,0,1,1,0,0,0,0,1,0,1,3,3,3,3,1,3,3,0,0,2,4,0,4,5,0,0,4,3,2,1,6,2,7,0,3,3,1,3,1,6,0,5,4,3,4,1,1,1,2,4,5,6,4,2
421,476,1,17,211870,5,0,6,0,-1,0,1,0,1,0,1,0,0,2,2,1,1,2,1,2,2,3,2,2,2,0,2,2,0,3,3,5,5,1,5,1,2,0,3,3,2,7,0,8,7,5,3,5,4,8,1,1,3,2,1,0,6,6,5
422,6648,1,46,276087,9,5013,50,0,-1,0,1,1,1,0,1,0,2,1,1,3,3,0,0,1,4,3,4,3,2,1,0,4,1,0,6,5,4,2,2,2,2,7,0,3,1,1,3,1,6,8,5,4,3,7,1,1,1,2,4,0,6,4,2
423,16429,1,58,35551,13,0,70,1,-1,1,1,1,0,0,2,2,1,1,1,3,3,3,0,3,3,3,0,3,4,4,0,3,1,5,0,4,0,2,0,3,4,2,0,7,4,1,1,6,8,0,5,1,7,4,1,2,1,2,4,5,4,4,6
424,9195,1,47,344157,7,0,40,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,2,1,4,3,1,3,2,1,2,0,0,3,6,5,1,2,1,2,7,3,0,3,5,7,3,1,6,8,3,4,3,0,1,1,3,2,1,0,6,6,5
425,1590,1,65,207281,10,0,16,0,-1,1,1,0,1,0,2,0,2,1,1,3,1,0,2,1,3,4,1,3,2,1,2,0,4,4,5,5,1,0,1,2,7,4,2,3,7,7,2,1,6,9,3,0,5,0,1,1,3,4,1,0,2,6,5
426,33524,0,38,166062,9,0,50,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,1,0,2,4,3,2,3,1,4,4,0,4,0,4,3,1,3,1,7,0,3,1,0,3,1,6,0,2,8,3,9,0,0,0,0,2,6,1,2,0
427,43743,0,41,172712,13,0,40,1,-1,1,0,0,1,0,0,1,2,1,1,1,0,0,0,1,0,2,4,3,2,4,1,4,1,0,0,0,6,6,1,6,1,5,6,3,3,0,5,3,2,2,2,6,9,4,0,0,0,0,2,6,1,2,0
428,6975,0,63,346975,13,7688,36,1,-1,0,1,1,1,0,2,2,2,1,1,3,2,0,0,3,3,0,4,3,2,1,3,4,1,4,6,4,6,6,0,6,4,5,0,6,3,6,5,1,0,4,4,4,3,0,1,2,2,3,3,5,4,7,3
429,43537,0,42,178897,14,1151,40,0,-1,1,0,0,1,0,0,1,2,1,1,3,0,0,0,1,3,2,4,3,2,4,1,4,1,0,0,0,6,6,1,6,1,5,6,3,3,0,5,3,6,2,2,6,9,9,0,0,0,0,2,6,1,2,0
430,22585,1,29,90934,13,0,64,1,-1,1,1,1,0,0,0,0,1,0,1,0,1,3,3,1,0,4,0,0,2,2,2,1,5,3,0,2,0,5,2,3,7,2,1,3,4,7,1,6,6,0,3,1,7,9,1,1,3,4,1,0,2,6,5
431,30760,1,40,320451,16,0,45,1,-1,0,1,1,0,0,0,0,1,0,1,2,1,3,3,1,4,3,0,0,2,2,2,1,5,0,0,5,3,5,1,6,7,1,1,3,3,7,6,0,6,1,3,2,2,4,1,1,3,2,1,0,2,6,5
432,30838,1,50,34067,11,0,50,1,-1,1,1,0,1,0,2,0,2,1,1,3,1,1,0,1,3,4,1,3,2,4,2,3,4,0,0,2,0,0,1,3,0,2,2,3,0,2,2,6,6,9,9,3,7,7,1,1,3,4,1,3,7,3,1
433,12788,0,36,240323,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,0,1,4,2,4,3,2,0,4,4,4,0,6,1,6,2,1,2,1,3,0,3,5,8,3,1,6,3,7,4,3,4,0,0,0,0,5,6,1,8,4
434,22954,1,38,184456,9,3464,80,0,-1,1,1,1,0,0,1,0,1,1,1,1,3,1,0,1,3,3,1,3,2,3,0,3,1,0,0,4,0,2,1,3,2,2,0,3,1,1,1,6,6,0,5,1,7,0,1,1,1,2,4,5,6,4,2
435,26491,0,24,34918,11,0,38,0,-1,1,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0,1,1,3,2,3,5,4,4,0,4,6,4,3,1,5,5,7,7,3,0,5,3,7,6,7,1,8,1,5,0,1,3,1,0,1,0,1,1
436,12627,1,77,253642,4,0,30,0,-1,1,1,0,1,1,2,2,0,1,1,3,2,1,2,1,3,0,1,3,2,5,0,0,4,3,1,4,1,0,2,7,4,4,2,0,8,6,2,1,1,9,4,0,5,7,1,2,2,2,4,5,4,7,6
437,30491,0,47,142061,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,0,0,1,3,2,4,3,2,1,4,4,4,0,5,1,4,3,1,2,1,7,4,6,7,8,7,1,2,9,7,9,0,4,0,0,0,0,5,6,1,8,4
438,39286,1,33,44623,9,0,45,0,-1,1,0,0,1,0,0,1,2,1,1,0,0,1,0,1,0,1,1,4,2,3,1,3,3,0,4,0,5,1,1,5,1,0,3,3,0,0,8,8,6,6,2,3,4,4,0,0,0,1,2,1,1,2,0
439,12088,0,26,179772,13,0,45,0,-1,0,0,0,1,0,0,1,2,1,1,1,0,0,0,1,1,2,4,3,2,2,1,4,1,4,2,0,6,6,0,6,1,5,6,0,4,0,5,3,1,1,2,6,9,0,0,0,0,0,2,6,1,2,0
440,34985,1,27,209301,9,0,60,0,-1,0,0,0,1,0,1,0,2,1,1,1,1,1,0,1,1,1,1,3,2,3,5,3,1,3,3,6,0,2,2,4,0,2,0,3,1,2,1,6,6,0,9,1,7,7,0,1,3,1,0,3,7,3,1
441,17271,0,65,209831,11,0,40,0,-1,1,0,0,1,0,2,0,2,1,1,3,1,0,0,1,3,1,4,3,2,1,5,4,4,3,5,6,4,3,2,2,0,7,4,3,7,2,7,1,6,9,9,9,0,0,0,1,3,1,1,3,7,3,1
442,45701,0,58,101480,11,0,40,0,-1,1,0,0,1,0,2,0,2,1,1,3,1,0,0,1,3,1,4,3,2,1,5,4,4,3,5,6,4,3,1,3,5,7,4,3,7,5,7,1,6,9,1,9,0,7,0,1,3,1,0,1,0,3,1
443,11933,1,46,28334,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,0,0,1,0,1,0,2,1,4,2,3,1,3,4,0,4,0,4,0,1,5,1,4,2,3,0,0,8,5,6,6,2,3,5,9,0,0,0,0,2,6,1,2,0
444,9284,1,43,352005,13,15024,45,1,-1,0,1,1,0,0,0,2,2,1,1,2,2,0,0,1,4,0,4,3,2,2,3,4,1,3,6,4,4,2,2,0,4,7,0,3,5,6,3,1,6,4,4,4,3,0,1,2,2,3,3,5,4,7,6
445,38804,1,61,213700,13,0,32,1,-1,1,0,1,0,0,2,0,1,0,1,3,1,3,3,1,3,1,0,0,2,4,2,1,5,0,5,6,3,5,1,6,0,1,1,3,3,2,6,0,6,2,9,2,2,4,0,1,3,1,1,3,7,3,1
446,13660,1,50,114056,11,0,84,0,-1,1,1,1,0,0,2,2,1,1,1,3,3,1,0,1,3,3,1,3,2,3,0,3,1,0,0,4,0,2,1,3,4,2,0,6,1,6,1,6,2,0,4,1,7,4,1,2,1,2,4,5,4,7,6
447,4351,1,53,199720,16,15024,60,1,-1,1,1,1,0,0,0,2,2,1,1,3,2,0,0,1,3,0,4,3,2,4,3,4,1,0,0,4,4,2,1,6,4,7,0,3,3,6,3,1,6,2,4,4,3,0,1,2,2,3,3,5,4,7,3
